"","X","Address","City","State","Zip_Code","Rent_Per_Month","Year","Days_on_Trulia","Type","Sqft","Phone_Number","Bedroom_min","Bedroom_max","Bathroom_min","Bathroom_max","Assault","Arrest","Theft","Vandalism","Burglary","Crime_Other","Elementary_School_Count","Elementary_School_Avg_Score","Middle_School_Count","Middle_School_Avg_Score","High_School_Count","High_School_Avg_Score","Latitude","Longitude","EPA_Region","Population","Input_area.sq..miles.","Particulate_Matter","Ozone","NATA._Diesel_PM","NATA._Air_Toxics_Cancer_Risk","NATA._Respiratory_Hazard_Index","Traffic_Proximity_and_Volume","Lead_Paint_Indicator","Superfund_Proximity","RMP_Proximity","Hazardous_Waste_Proximity","Wastewater_Discharge_Indicator","Demographic_Index.","Minority_Population.","Low_Income_Population.","Linguistically_Isolated_Population.","Population_with_Less_Than_High_School_Education.","Population_under_Age_5.","Population_over_Age_64.","URL","STATEFP10","COUNTYFP10","TRACTCE10","BLOCKCE10","GEOID10","NAME10","MTFCC10","UR10","UACE10","UATYPE","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10","rent_max","rent_min"
"44",44,"467 Arnaz Dr","Los Angeles","CA","""90048""","$2,945 - $3,285",NA,"180+","Apartment",NA,"(424) 800-4104","1","1",1,"1",0,0,0,0,0,0,2,7,2,7,0,NA,34.070202,-118.382744,9,42184,3.14,"12.1","40.1",1.55,67,3.8,3500,0.53,0.078,0.15,0.083,"9",23,25,22,10,5,5,17,"https://www.trulia.com/c/ca/los-angeles/imt-beverly-arnaz-467-arnaz-dr-los-angeles-ca-90048--2077409268",6,37,214902,2006,60372149022006,"Block 2006","G5040","U",51445,"U","S",12257,0,34.0702521,-118.3832274,3285,2945
"45",45,"1243 S Olive St","Los Angeles","CA","""90015""","$2,076 - $7,276",2016,"130","Apartment",NA,"(818) 946-2038","Studio","2",1,"2",0,0,0,0,0,0,2,2,2,1,0,NA,34.03843,-118.263187,9,41249,3.14,"12.5","38.2",2.86,83,4.9,7400,0.57,0.13,3,0.52,"0.29",71,80,62,21,31,6,9,"https://www.trulia.com/c/ca/los-angeles/olive-dtla-1243-s-olive-st-los-angeles-ca-90015--2115494129",6,37,207900,1019,60372079001019,"Block 1019","G5040","U",51445,"U","S",9071,0,34.0390115,-118.2629958,7276,2076
"46",46,"5535 Westlawn Ave","Los Angeles","CA","""90066""","$2,620 - $3,640",NA,"180+","Apartment",NA,"(424) 343-1814","1","3",1,"2",0,0,0,0,0,0,2,8,2,3,0,NA,33.980441,-118.41463,9,26595,3.14,"11.9","39.1",1.59,55,5.3,2200,0.42,0.055,0.28,0.22,"200",42,58,27,6,9,5,13,"https://www.trulia.com/c/ca/los-angeles/avalon-playa-vista-5535-westlawn-ave-los-angeles-ca-90066--2077471828",6,37,275602,1026,60372756021026,"Block 1026","G5040","U",51445,"U","S",263926,0,33.9802343,-118.4169855,3640,2620
"47",47,"900 S Figueroa St","Los Angeles","CA","""90015""","$2,680 - $10,030",NA,"22","Apartment",NA,"(323) 641-5764","Studio","2",1,"2.5",0,0,0,0,0,0,2,4,2,1,0,NA,34.046209,-118.262817,9,69322,3.14,"12.5","38.4",2.61,82,4.6,4800,0.53,0.14,2.1,0.37,"0.26",75,83,67,29,35,6,11,"https://www.trulia.com/c/ca/los-angeles/apex-the-one-900-s-figueroa-st-los-angeles-ca-90015--2115498091",6,37,207710,1029,60372077101029,"Block 1029","G5040","U",51445,"U","S",15636,0,34.0468904,-118.2633173,10030,2680
"48",48,"5550 Grosvenor Blvd","Los Angeles","CA","""90066""","$2,802 - $5,088",NA,"162","Apartment",NA,"(818) 714-8823","1","3",1,"2.5",0,0,0,0,0,0,2,8,2,3,0,NA,33.980467,-118.412548,9,24244,3.14,"11.9","39.1",1.63,55,5.3,2600,0.48,0.055,0.29,0.23,"220",43,59,28,7,11,5,14,"https://www.trulia.com/c/ca/los-angeles/accent-5550-grosvenor-blvd-los-angeles-ca-90066--2077471836",6,37,275602,1039,60372756021039,"Block 1039","G5040","U",51445,"U","S",15313,0,33.981133,-118.410828,5088,2802
"49",49,"936 S Olive St","Los Angeles","CA","""90015""","$2,164 - $4,932",NA,"161","Apartment",NA,"(714) 888-5317","Studio","2",1,"2",0,0,0,0,0,0,2,2,2,1,0,NA,34.042943,-118.258879,9,45174,3.14,"12.5","38.2",2.83,88,5.2,5700,0.53,0.14,3.1,0.55,"0.51",68,76,61,21,25,4,13,"https://www.trulia.com/c/ca/los-angeles/olympic-by-windsor-936-s-olive-st-los-angeles-ca-90015--2115498731",6,37,207900,1002,60372079001002,"Block 1002","G5040","U",51445,"U","S",12850,0,34.0428342,-118.2586022,4932,2164
"50",50,"610 S Main St","Los Angeles","CA","""90014""","$1,914 - $2,912",1905,"111","Apartment",NA,"(213) 297-2051","S","S",1,"1",0,0,0,0,0,0,2,2,2,6,0,NA,34.044793,-118.250313,9,38316,3.14,"12.5","38.2",2.84,92,5.4,4300,0.51,0.14,4.1,0.71,"0.94",62,70,53,17,17,3,13,"https://www.trulia.com/c/ca/los-angeles/pe-lofts-610-s-main-st-los-angeles-ca-90014--2115490415",6,37,207302,1003,60372073021003,"Block 1003","G5040","U",51445,"U","S",22698,0,34.0442632,-118.2501745,2912,1914
"51",51,"11681 Darlington Ave","Los Angeles","CA","""90049""","$3,995",NA,"180+","Apartment",NA,"(424) 610-8461","2","2",2,"2",0,0,0,0,0,0,2,2,0,NA,0,NA,34.052866,-118.463909,9,39463,3.14,"11.6","40.6",1.61,61,3.3,2300,0.21,0.053,1.5,0.077,"0",31,35,26,6,5,5,13,"https://www.trulia.com/c/ca/los-angeles/darlington-apartments-11681-darlington-ave-los-angeles-ca-90049--2077413935",6,37,264301,1000,60372643011000,"Block 1000","G5040","U",51445,"U","S",14885,0,34.053265,-118.4643115,NA,3995
"52",52,"635 S Hobart Blvd","Los Angeles","CA","""90005""","$1,994 - $4,404",2008,"180+","Apartment",NA,"(213) 817-5629","Studio","2",1,"2",0,0,0,0,0,0,2,7,2,3,0,NA,34.062272,-118.305425,9,112363,3.14,"12.4","39",1.76,68,3.5,1500,0.5,0.14,0.23,0.15,"0.027",75,92,58,40,28,6,9,"https://www.trulia.com/c/ca/los-angeles/avana-on-wilshire-635-s-hobart-blvd-los-angeles-ca-90005--2115453961",6,37,211802,1006,60372118021006,"Block 1006","G5040","U",51445,"U","S",23257,0,34.0626223,-118.3059715,4404,1994
"53",53,"3150 Wilshire Blvd","Los Angeles","CA","""90010""","$2,410 - $5,345",NA,"180+","Apartment",NA,"(626) 623-7482","1","2",1,"2",0,0,0,0,0,0,0,NA,0,NA,0,NA,34.061736,-118.290796,9,140200,3.14,"12.4","38.9",1.87,70,3.6,1500,0.49,0.15,0.49,0.17,"0",79,94,63,42,35,6,9,"https://www.trulia.com/c/ca/los-angeles/the-vermont-3150-wilshire-blvd-los-angeles-ca-90010--2077203043",6,37,212203,1001,60372122031001,"Block 1001","G5040","U",51445,"U","S",27661,0,34.0607854,-118.2909672,5345,2410
"54",54,"375 E 2nd St","Los Angeles","CA","""90012""","$1,886 - $2,904",NA,"180+","Apartment",NA,"(323) 629-4993","Studio","2",1,"2",0,0,0,0,0,0,2,2,2,6,0,NA,34.048127,-118.239884,9,41706,3.14,"12.5","38.2",2.9,86,5.1,4400,0.54,0.14,4.5,0.79,"2.2",63,75,58,21,27,3,14,"https://www.trulia.com/c/ca/los-angeles/hikari-375-e-2nd-st-los-angeles-ca-90012--2115484682",6,37,206200,2001,60372062002001,"Block 2001","G5040","U",51445,"U","S",13621,0,34.0485806,-118.239685,2904,1886
"55",55,"1420 Ambassador St","Los Angeles","CA","""90035""","$2,909 - $8,583",1989,"180+","Apartment",NA,"(424) 789-8267","1","2",1,"2",0,0,0,0,0,0,2,9,2,7,0,NA,34.053113,-118.40389,9,28358,3.14,"12.1","39.9",1.47,62,3.5,2600,0.54,0.067,0.16,0.09,"11",19,22,16,8,4,6,19,"https://www.trulia.com/c/ca/los-angeles/hillcreste-apartments-1420-ambassador-st-los-angeles-ca-90035--2077334576",6,37,269000,4015,60372690004015,"Block 4015","G5040","U",51445,"U","S",15118,0,34.0527766,-118.4033197,8583,2909
"56",56,"1710 N Fuller Ave","Los Angeles","CA","""90046""","$1,924 - $2,925",NA,"180+","Apartment",NA,"(323) 688-3792","Studio","2",1,"2",0,0,0,0,0,0,2,8,2,3,0,NA,34.101843,-118.348895,9,46458,3.14,"12.1","40.5",2.02,63,3.5,2800,0.45,0.12,0.76,0.11,"0.006",34,32,37,14,6,2,12,"https://www.trulia.com/c/ca/los-angeles/vantage-hollywood-1710-n-fuller-ave-los-angeles-ca-90046--2115627504",6,37,189903,1000,60371899031000,"Block 1000","G5040","U",51445,"U","S",64981,0,34.1025103,-118.347202,2925,1924
"57",57,"411 S Virgil Ave","Los Angeles","CA","""90020""","$1,658 - $2,418",NA,"180+","Apartment",NA,"(323) 736-4966","Studio","2",1,"2",0,0,0,0,0,0,2,6,2,5,0,NA,34.066516,-118.287145,9,129229,3.14,"12.4","38.9",1.95,70,3.6,2300,0.49,0.16,0.59,0.18,"8.7E-05",78,93,63,41,35,6,8,"https://www.trulia.com/c/ca/los-angeles/virgil-square-411-s-virgil-ave-los-angeles-ca-90020--2115524873",6,37,211120,3002,60372111203002,"Block 3002","G5040","U",51445,"U","S",21197,0,34.0659313,-118.2877612,2418,1658
"58",58,"1050 Wilshire Blvd","Los Angeles","CA","""90017""","$2,004 - $3,822",NA,"180+","Apartment",NA,"(747) 600-2629","1","3",1,"2",0,0,0,0,0,0,2,2,2,1,0,NA,34.052072,-118.262794,9,85273,3.14,"12.5","38.5",2.45,79,4.4,3900,0.52,0.15,1.8,0.31,"0.2",77,86,68,34,39,6,10,"https://www.trulia.com/c/ca/los-angeles/glo-1050-wilshire-blvd-los-angeles-ca-90017--2077223375",6,37,209200,1032,60372092001032,"Block 1032","G5040","U",51445,"U","S",11075,0,34.051718,-118.2626654,3822,2004
"59",59,"404 Shatto Pl","Los Angeles","CA","""90020""","$1,795 - $2,750",NA,"180+","Apartment",NA,"(213) 814-5241","Studio","2",1,"2",0,0,0,0,0,0,2,8,2,5,0,NA,34.06687,-118.289862,9,128391,3.14,"12.4","39",1.92,69,3.6,2200,0.49,0.16,0.51,0.17,"0",77,93,62,40,33,6,8,"https://www.trulia.com/c/ca/los-angeles/villa-adobe-404-shatto-pl-los-angeles-ca-90020--2077234945",6,37,211120,2003,60372111202003,"Block 2003","G5040","U",51445,"U","S",27861,0,34.0660962,-118.2892126,2750,1795
"60",60,"5211 Pacific Concourse Dr","Los Angeles","CA","""90045""","$2,093 - $3,496",NA,"180+","Apartment",NA,"(424) 296-4454","Studio","3",1,"2",0,0,0,0,0,0,0,NA,0,NA,0,NA,33.926559,-118.371325,9,24418,3.14,"12","37.9",1.82,59,7.2,5400,0.51,0.096,1.1,0.38,"0",65,85,46,14,29,7,9,"https://www.trulia.com/c/ca/los-angeles/pacific-place-5211-pacific-concourse-dr-los-angeles-ca-90045--2077389436",6,37,602200,1036,60376022001036,"Block 1036","G5040","U",51445,"U","S",3101,0,33.9262619,-118.3701399,3496,2093
"61",61,"1800 N Normandie Ave","Los Angeles","CA","""90027""","$2,033 - $2,725",NA,"180+","Apartment",NA,"(323) 649-8543","1","2",1,"1",0,0,0,0,0,0,2,6,2,7,0,NA,34.103717,-118.30053,9,61163,3.14,"12.2","40.1",2.12,62,3.2,3400,0.54,0.22,1.2,0.22,"0.18",51,52,49,27,18,4,13,"https://www.trulia.com/c/ca/los-angeles/the-tower-at-hollywood-hills-1800-n-normandie-ave-los-angeles-ca-90027--2000010617",6,37,189201,1003,60371892011003,"Block 1003","G5040","U",51445,"U","S",40630,0,34.1035718,-118.2999986,2725,2033
"62",62,"4121 Wilshire Blvd","Los Angeles","CA","""90010""","$2,350 - $5,000",NA,"180+","Apartment",NA,"(213) 805-7049","Studio","2",1,"2",0,0,0,0,0,0,2,5,2,7,0,NA,34.061727,-118.317433,9,67836,3.14,"12.4","39.1",1.62,65,3.3,1500,0.5,0.13,0.18,0.13,"2.5",67,86,48,33,19,5,11,"https://www.trulia.com/c/ca/los-angeles/the-historic-los-altos-apartments-4121-wilshire-blvd-los-angeles-ca-90010--2077203838",6,37,211701,3005,60372117013005,"Block 3005","G5040","U",51445,"U","S",21172,0,34.062594,-118.3171611,5000,2350
"63",63,"235 S San Pedro St","Los Angeles","CA","""90012""","$1,933 - $2,987",NA,"180+","Apartment",NA,"(415) 889-2234","Studio","2",1,"2",0,0,0,0,0,0,2,2,2,6,0,NA,34.048421,-118.242133,9,39062,3.14,"12.5","38.2",2.9,88,5.2,5100,0.53,0.14,4.4,0.76,"1.7",64,73,57,21,24,3,15,"https://www.trulia.com/c/ca/los-angeles/sakura-crossing-235-s-san-pedro-st-los-angeles-ca-90012--2115484119",6,37,206200,2005,60372062002005,"Block 2005","G5040","U",51445,"U","S",48136,0,34.0488005,-118.2431227,2987,1933
"64",64,"445 N Rossmore Ave","Los Angeles","CA","""90004""","$2,640 - $4,780",NA,"180+","Apartment",NA,"(424) 343-2381","1","2",1,"2",0,0,0,0,0,0,2,7,2,7,0,NA,34.078392,-118.327315,9,34076,3.14,"12.3","39.7",1.45,59,2.9,1600,0.62,0.14,0.37,0.14,"0.24",46,55,37,18,15,6,11,"https://www.trulia.com/c/ca/los-angeles/windsor-at-hancock-park-445-n-rossmore-ave-los-angeles-ca-90004--2115450223",6,37,192300,2000,60371923002000,"Block 2000","G5040","U",51445,"U","S",366152,0,34.0789202,-118.3314733,4780,2640
"65",65,"3033 Wilshire Blvd","Los Angeles","CA","""90010""","$2,323 - $19,809",2016,"180+","Apartment",NA,"(323) 843-4398","Studio","2",1,"2.5",0,0,0,0,0,0,2,6,2,5,0,NA,34.06184,-118.28755,9,137702,3.14,"12.4","38.9",1.89,70,3.6,1600,0.5,0.16,0.59,0.17,"0",80,94,65,44,38,6,9,"https://www.trulia.com/c/ca/los-angeles/3033-wilshire-3033-wilshire-blvd-los-angeles-ca-90010--2077202997",6,37,211120,2011,60372111202011,"Block 2011","G5040","U",51445,"U","S",26780,0,34.0627581,-118.2877258,19809,2323
"66",66,"1726 N Kingsley Dr","Los Angeles","CA","""90027""","$1,575",NA,"180+","Apartment",NA,"(323) 531-7617","S","S",1,"1",0,0,0,0,0,0,2,6,2,7,0,NA,34.102566,-118.303481,9,65023,3.14,"12.2","40.1",2.24,62,3.3,3900,0.51,0.21,1.1,0.21,"0.1",53,55,51,28,20,5,12,"https://www.trulia.com/c/ca/los-angeles/kingsley-apartments-1726-n-kingsley-dr-los-angeles-ca-90027--1011324117",6,37,190401,1000,60371904011000,"Block 1000","G5040","U",51445,"U","S",47831,0,34.1038267,-118.3027598,NA,1575
"67",67,"918 S Oxford Ave","Los Angeles","CA","""90006""","$2,062 - $2,854",NA,"180+","Apartment",NA,"(323) 312-5500","1","2",1,"2",0,0,0,0,0,0,2,4,2,2,0,NA,34.055136,-118.307759,9,102641,3.14,"12.4","38.9",1.74,67,3.4,1500,0.5,0.13,0.21,0.14,"0.66",76,93,60,40,29,6,10,"https://www.trulia.com/c/ca/los-angeles/versailles-koreatown-918-s-oxford-ave-los-angeles-ca-90006--2115461561",6,37,212502,2004,60372125022004,"Block 2004","G5040","U",51445,"U","S",17914,0,34.055154,-118.3071894,2854,2062
"68",68,"130 S Sepulveda Blvd","Los Angeles","CA","""90049""","$3,845 - $5,740",NA,"180+","Apartment",NA,"(424) 324-5723","2","2",2,"2",0,0,0,0,0,0,2,9,1,5,0,NA,34.071657,-118.464919,9,31846,3.14,"11.7","40.8",1.55,53,2.8,1500,0.41,0.06,0.34,0.069,"0",41,52,45,5,3,1,7,"https://www.trulia.com/c/ca/los-angeles/villa-bel-air-130-s-sepulveda-blvd-los-angeles-ca-90049--2115649250",6,37,265420,2005,60372654202005,"Block 2005","G5040","U",51445,"U","S",20410,0,34.0713004,-118.4641053,5740,3845
"69",69,"5555 W 6th St","Los Angeles","CA","""90036""","$2,494 - $7,026",2002,"180+","Apartment",NA,"(424) 324-3322","1","2",1,"2",0,0,0,0,0,0,2,8,2,7,0,NA,34.064912,-118.347743,9,42773,3.14,"12.3","39.6",1.52,64,3.6,2200,0.68,0.097,0.17,0.099,"38",34,43,25,9,3,6,11,"https://www.trulia.com/c/ca/los-angeles/villas-at-park-la-brea-apartments-5555-w-6th-st-los-angeles-ca-90036--2115578818",6,37,214502,1000,60372145021000,"Block 1000","G5040","U",51445,"U","S",47911,0,34.0658421,-118.3484995,7026,2494
"70",70,"1000 S Grand Ave","Los Angeles","CA","""90015""","$2,345 - $5,250",NA,"180+","Apartment",NA,"(818) 616-8112","Studio","2",1,"2",0,0,0,0,0,0,2,2,2,1,0,NA,34.042748,-118.260818,9,46833,3.14,"12.5","38.3",2.81,87,5.1,5900,0.53,0.14,2.7,0.49,"0.41",70,77,62,22,27,5,12,"https://www.trulia.com/c/ca/los-angeles/1000-grand-by-windsor-1000-s-grand-ave-los-angeles-ca-90015--2115491757",6,37,207900,1009,60372079001009,"Block 1009","G5040","U",51445,"U","S",25478,0,34.0419238,-118.2607561,5250,2345
"71",71,"10001 Venice Blvd","Los Angeles","CA","""90034""","$2,682 - $3,681",NA,"180+","Apartment",NA,"(424) 342-8506","Studio","2",1,"2",0,0,0,0,0,0,2,4,2,7,0,NA,34.02286,-118.399859,9,49714,3.14,"12.1","39.5",2.32,63,4,4900,0.34,0.059,0.2,0.13,"92",42,55,30,6,7,6,10,"https://www.trulia.com/c/ca/los-angeles/victor-on-venice-10001-venice-blvd-los-angeles-ca-90034--2077326098",6,37,269905,2000,60372699052000,"Block 2000","G5040","U",51445,"U","S",5866,0,34.0229224,-118.3995549,3681,2682
"72",72,"612 S Flower St","Los Angeles","CA","""90017""","$1,942 - $4,955",NA,"180+","Apartment",NA,"(323) 302-8986","Studio","2",1,"2",0,0,0,0,0,0,2,6,2,1,0,NA,34.049729,-118.25778,9,67140,3.14,"12.5","38.4",2.61,83,4.7,4200,0.51,0.15,2.5,0.42,"0.38",74,82,66,27,32,5,11,"https://www.trulia.com/c/ca/los-angeles/pegasus-612-s-flower-st-los-angeles-ca-90017--2115506118",6,37,207710,1019,60372077101019,"Block 1019","G5040","U",51445,"U","S",13749,0,34.0493968,-118.2572407,4955,1942
"73",73,"501 S New Hampshire Ave","Los Angeles","CA","""90020""","$1,686 - $2,700",NA,"180+","Apartment",NA,"(310) 896-4077","Studio","2",1,"2",0,0,0,0,0,0,0,NA,0,NA,0,NA,34.064604,-118.292935,9,132605,3.14,"12.4","39",1.86,70,3.6,1700,0.49,0.16,0.44,0.17,"0",77,93,61,40,32,6,8,"https://www.trulia.com/c/ca/los-angeles/hampshire-place-501-s-new-hampshire-ave-los-angeles-ca-90020--2115526090",6,37,212101,2001,60372121012001,"Block 2001","G5040","U",51445,"U","S",22671,0,34.0645084,-118.2935277,2700,1686
"74",74,"1745 N Wilcox Ave","Los Angeles","CA","""90028""","$1,345 - $4,310",NA,"180+","Apartment",NA,"(310) 879-5345","Studio","2",1,"2",0,0,0,0,0,0,2,2,2,3,0,NA,34.102943,-118.331074,9,49776,3.14,"12.1","40.4",2.13,64,3.4,3700,0.44,0.14,1,0.14,"0.006",45,44,45,16,12,3,10,"https://www.trulia.com/c/ca/los-angeles/duet-on-wilcox-1745-n-wilcox-ave-los-angeles-ca-90028--2175010514",6,37,190201,1003,60371902011003,"Block 1003","G5040","U",51445,"U","S",24786,0,34.102723,-118.3315735,4310,1345
"75",75,"345 S Alexandria Ave","Los Angeles","CA","""90020""","$1,914 - $2,565",NA,"180+","Apartment",NA,"(323) 745-2277","1","2",1,"2",0,0,0,0,0,0,0,NA,2,5,0,NA,34.067664,-118.297975,9,125326,3.14,"12.4","39.1",1.84,69,3.5,1900,0.48,0.16,0.33,0.16,"0",75,92,58,38,28,6,9,"https://www.trulia.com/c/ca/los-angeles/the-cleo-345-s-alexandria-ave-los-angeles-ca-90020--2115524087",6,37,211910,1001,60372119101001,"Block 1001","G5040","U",51445,"U","S",23664,0,34.0681159,-118.2985751,2565,1914
"76",76,"1111 Wilshire Blvd","Los Angeles","CA","""90017""","$1,940 - $3,510",NA,"180+","Apartment",NA,"(213) 322-1207","Studio","2",1,"1",0,0,0,0,0,0,2,2,2,1,0,NA,34.052542,-118.263738,9,89228,3.14,"12.5","38.5",2.43,78,4.3,3900,0.52,0.16,1.7,0.29,"0.19",78,87,68,34,40,6,10,"https://www.trulia.com/c/ca/los-angeles/1111-wilshire-1111-wilshire-blvd-los-angeles-ca-90017--2077223625",6,37,209200,1014,60372092001014,"Block 1014","G5040","U",51445,"U","S",36005,0,34.0535466,-118.2635116,3510,1940
"77",77,"5659 W 8th St","Los Angeles","CA","""90036""","$5,970 - $7,000",NA,"180+","Apartment",NA,"(323) 431-5532","1","2",1,"3",0,0,0,0,0,0,2,4,2,7,0,NA,34.060673,-118.352596,9,47109,3.14,"12.3","39.6",1.53,64,3.6,2400,0.69,0.094,0.16,0.097,"60",38,50,25,9,6,6,11,"https://www.trulia.com/c/ca/los-angeles/oakwood-miracle-mile-furnished-apartments-5659-w-8th-st-los-angeles-ca-90036--2115578888",6,37,216300,1000,60372163001000,"Block 1000","G5040","U",51445,"U","S",20765,0,34.0614775,-118.352381,7000,5970
"78",78,"7660 Beverly Blvd","Los Angeles","CA","""90036""","$2,408 - $6,964",1990,"180+","Apartment",NA,"(424) 324-3492","1","2",1,"2",0,0,0,0,0,0,2,8,2,7,0,NA,34.076097,-118.35681,9,48022,3.14,"12.2","40",1.53,64,3.5,1600,0.68,0.098,0.24,0.098,"13",28,30,27,9,4,5,12,"https://www.trulia.com/c/ca/los-angeles/broadcast-center-apartments-7660-beverly-blvd-los-angeles-ca-90036--2077338177",6,37,214501,2001,60372145012001,"Block 2001","G5040","U",51445,"U","S",116483,0,34.0732455,-118.3575366,6964,2408
"79",79,"10717 Wilshire Blvd","Los Angeles","CA","""90024""","$2,250 - $6,150",NA,"16","Apartment",NA,"(424) 320-5057","Studio","3",1,"2.5",0,0,0,0,0,0,2,9,1,5,0,NA,34.060714,-118.436488,9,43059,3.14,"11.8","40.4",1.64,63,3.5,1800,0.31,0.06,0.32,0.08,"0",33,35,31,9,4,3,16,"https://www.trulia.com/c/ca/los-angeles/sterling-wilshire-10717-wilshire-blvd-los-angeles-ca-90024--2077255574",6,37,265202,4006,60372652024006,"Block 4006","G5040","U",51445,"U","S",24706,0,34.0611193,-118.4370105,6150,2250
"80",80,"690 S Catalina St","Los Angeles","CA","""90005""","$1,831 - $2,819",2002,"117","Apartment",NA,"(213) 297-2034","1","2",1,"2",0,0,0,0,0,0,0,NA,0,NA,0,NA,34.060176,-118.295378,9,137727,3.14,"12.4","38.9",1.83,69,3.5,1500,0.49,0.15,0.37,0.16,"0",78,94,62,42,32,6,9,"https://www.trulia.com/c/ca/los-angeles/park-catalina-690-s-catalina-st-los-angeles-ca-90005--2115454240",6,37,212303,1002,60372123031002,"Block 1002","G5040","U",51445,"U","S",26128,0,34.0607685,-118.2947673,2819,1831
"81",81,"691 Irolo St","Los Angeles","CA","""90005""","$2,050 - $2,995",1962,"153","Apartment",NA,"(213) 955-7922","1","2",1,"2",0,0,0,0,0,0,0,NA,0,NA,0,NA,34.060095,-118.300924,9,123652,3.14,"12.4","39",1.79,69,3.5,1500,0.49,0.14,0.27,0.15,"0",77,93,61,42,31,6,9,"https://www.trulia.com/c/ca/los-angeles/ambassador-towers-691-irolo-st-los-angeles-ca-90005--2077190891",6,37,212410,1000,60372124101000,"Block 1000","G5040","U",51445,"U","S",21869,0,34.0607089,-118.3014618,2995,2050
"82",82,"114 S Doheny Dr","Los Angeles","CA","""90048""","$2,898 - $3,398",1989,"84","Apartment",NA,"(310) 626-4388","1","2",1,"2",0,0,0,0,0,0,2,7,2,7,0,NA,34.07455,-118.389664,9,32864,3.14,"12.1","40.2",1.61,67,3.9,3700,0.5,0.077,0.15,0.081,"1.5",22,24,20,10,5,4,18,"https://www.trulia.com/c/ca/los-angeles/114-dohney-dr-114-s-doheny-dr-los-angeles-ca-90048--2267065688",6,37,214901,1010,60372149011010,"Block 1010","G5040","U",51445,"U","S",17308,0,34.0744441,-118.3892318,3398,2898
"83",83,"234 S Figueroa St","Los Angeles","CA","""90012""","$1,833 - $3,195",1968,"118","Apartment",NA,"(213) 806-6912","Studio","2",1,"2",0,0,0,0,0,0,2,6,2,2,0,NA,34.055929,-118.253633,9,73484,3.14,"12.5","38.4",2.69,81,4.6,5600,0.48,0.16,2.4,0.4,"0.51",73,83,64,28,32,5,12,"https://www.trulia.com/c/ca/los-angeles/bunker-hill-towers-234-s-figueroa-st-los-angeles-ca-90012--2115484091",6,37,207501,1003,60372075011003,"Block 1003","G5040","U",51445,"U","S",30826,0,34.0554804,-118.2530213,3195,1833
"84",84,"1441 Veteran Ave","Los Angeles","CA","""90024""","$1,895 - $3,050",NA,"16","Apartment",NA,"(424) 324-3177","Studio","2",1,"2",0,0,0,0,0,0,4,8,1,5,0,NA,34.0529,-118.443604,9,46344,3.14,"11.8","40.4",1.8,64,3.7,3200,0.25,0.057,0.46,0.082,"0",37,40,32,10,6,3,14,"https://www.trulia.com/c/ca/los-angeles/westwood-village-galleria-1441-veteran-ave-los-angeles-ca-90024--2077259330",6,37,265520,3002,60372655203002,"Block 3002","G5040","U",51445,"U","S",71329,0,34.0521792,-118.4455513,3050,1895
"85",85,"717 W Olympic Blvd","Los Angeles","CA","""90015""","$3,192 - $6,906",2008,"180+","Apartment",NA,"(323) 904-9204","1","2",1,"2",0,0,0,0,0,0,2,4,2,1,0,NA,34.044788,-118.26353,9,61573,3.14,"12.5","38.3",2.64,82,4.7,4800,0.55,0.14,2,0.36,"0.24",75,83,67,29,35,6,10,"https://www.trulia.com/c/ca/los-angeles/717-olympic-717-w-olympic-blvd-los-angeles-ca-90015--2115497860",6,37,207900,2003,60372079002003,"Block 2003","G5040","U",51445,"U","S",24661,0,34.0440002,-118.2639935,6906,3192
"86",86,"1180 W 36th Pl","Los Angeles","CA","""90007""","$4,375",NA,"49","Apartment",NA,NA,"3","3",3,"3",0,0,0,0,0,0,6,3,4,5,0,NA,34.02203,-118.293892,9,66862,3.14,"12.6","38.1",1.77,56,3.3,4000,0.58,0.095,0.65,0.17,"0",80,87,71,23,42,6,6,"https://www.trulia.com/c/ca/los-angeles/36th-street-1180-w-36th-pl-los-angeles-ca-90007--1054665123",6,37,222600,2000,60372226002000,"Block 2000","G5040","U",51445,"U","S",32666,0,34.0215118,-118.2929494,NA,4375
"87",87,"300 S Santa Fe Ave","Los Angeles","CA","""90013""","$1,766 - $5,251",2014,"180+","Apartment",NA,"(818) 477-3642","Studio","2",1,"2",0,0,0,0,0,0,3,3,3,3,0,NA,34.043847,-118.232538,9,26690,3.14,"12.5","38",3.07,81,5,5200,0.52,0.13,6.6,1.2,"2.1",75,83,67,18,30,4,12,"https://www.trulia.com/c/ca/los-angeles/one-santa-fe-residential-300-s-santa-fe-ave-los-angeles-ca-90013--2115487153",6,37,206031,1035,60372060311035,"Block 1035","G5040","U",51445,"U","S",147780,0,34.0445264,-118.2314363,5251,1766
"88",88,"11640 Mayfield Ave","Los Angeles","CA","""90049""","$6,145",NA,"180+","Apartment",NA,"(424) 320-2734","2","3",2,"2",0,0,0,0,0,0,2,2,0,NA,0,NA,34.052524,-118.462451,9,44058,3.14,"11.6","40.5",1.64,61,3.4,2500,0.21,0.053,1.4,0.078,"0",33,38,29,6,6,5,12,"https://www.trulia.com/c/ca/los-angeles/luxe-villas-11640-mayfield-ave-los-angeles-ca-90049--2077413431",6,37,264301,2001,60372643012001,"Block 2001","G5040","U",51445,"U","S",27898,0,34.0521719,-118.4620503,NA,6145
