Address,City,State,Zip_Code,Rent_Per_Month,Year,Days_on_Trulia,Type,Sqft,Phone_Number,Bedroom_min,Bedroom_max,Bathroom_min,Bathroom_max,Assault,Arrest,Theft,Vandalism,Burglary,Crime_Other,Elementary_School_Count,Elementary_School_Avg_Score,Middle_School_Count,Middle_School_Avg_Score,High_School_Count,High_School_Avg_Score,Driving,Transit,Walking,Cycling,Restaurant,Groceries,Nightlife,Cafe,Shopping,Entertainment,Beauty,Active_life,Latitude,Longitude,EPA_Region,Population,Input_area.sq..miles.,Particulate_Matter,Ozone,NATA._Diesel_PM,NATA._Air_Toxics_Cancer_Risk,NATA._Respiratory_Hazard_Index,Traffic_Proximity_and_Volume,Lead_Paint_Indicator,Superfund_Proximity,RMP_Proximity,Hazardous_Waste_Proximity,Wastewater_Discharge_Indicator,Demographic_Index.,Minority_Population.,Low_Income_Population.,Linguistically_Isolated_Population.,Population_with_Less_Than_High_School_Education.,Population_under_Age_5.,Population_over_Age_64.,URL,rent_max,rent_min,Sqft_max,Sqft_min,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,UATYPE,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
2472 Panorama Terrace,Los Angeles,CA,90039,"$8,500",1950.0,2,Single-Family Home,"1,589",(310) 908-4869,3,3,2.0,2.0,23.0,,316.0,,52.0,,1.0,9.0,1.0,7.0,1.0,7.0,91.0,5.0,0.0,3.0,144.0,10.0,51.0,39.0,179.0,41.0,107.0,88.0,34.104488,-118.27078999999999,9,29710,3.14,12.2,39.9,1.6,56,2.7,1900.0,0.65,0.6,2.2,0.56,2.2,31,41,21,8,7,5,13,https://www.trulia.com/c/ca/los-angeles/2472-panorama-ter-los-angeles-ca-90039--2077347796,,8500.0,,1589.0,6.0,37.0,195100.0,3007.0,60371951003007.0,Block 3007,G5040,U,51445.0,U,S,49796.0,0.0,34.105652299999996,-118.2703625
219 South Orange Drive,Los Angeles,CA,90036,"$7,245",,4,Multi-Family,"2,400",(323) 620-9014,3,3,2.0,2.0,22.0,,271.0,,120.0,,1.0,7.0,1.0,7.0,1.0,6.0,88.0,3.0,0.0,3.0,218.0,14.0,46.0,74.0,586.0,120.0,203.0,123.0,34.070594,-118.34192900000001,9,35915,3.14,12.3,39.7,1.49,63,3.4,1600.0,0.68,0.1,0.21,0.1,23.0,30,35,25,9,3,5,11,https://www.trulia.com/c/ca/los-angeles/219-s-orange-dr-los-angeles-ca-90036--2115575734,,7245.0,,2400.0,6.0,37.0,214100.0,3008.0,60372141003008.0,Block 3008,G5040,U,51445.0,U,S,23622.0,0.0,34.0699722,-118.3423973
8763 Lookout Mountain Avenue,Los Angeles,CA,90046,"$7,250",1937.0,10,Single-Family Home,"1,833",(818) 515-9333,3,3,2.0,2.0,73.0,,558.0,,95.0,,1.0,10.0,1.0,3.0,2.0,6.0,88.0,6.0,0.0,4.0,4.0,2.0,3.0,3.0,16.0,6.0,7.0,8.0,34.108895000000004,-118.38444299999999,9,10093,3.14,11.9,41.0,1.24,50,2.6,300.0,0.53,0.1,0.33,0.083,0.16,17,19,15,2,3,5,15,https://www.trulia.com/c/ca/los-angeles/8763-lookout-mountain-ave-los-angeles-ca-90046--1005853528,,7250.0,,1833.0,6.0,37.0,194300.0,3004.0,60371943003004.0,Block 3004,G5040,U,51445.0,U,S,109729.0,0.0,34.10911,-118.38554750000002
2093 Mount Olympus Drive,Los Angeles,CA,90046,"$15,000",1973.0,9,Single-Family Home,"2,662",(310) 278-5883,3,3,2.0,2.0,75.0,,563.0,,100.0,,1.0,8.0,1.0,3.0,2.0,6.0,88.0,6.0,0.0,4.0,47.0,4.0,29.0,9.0,56.0,19.0,169.0,42.0,34.110363,-118.367033,9,10708,3.14,12.0,41.0,1.43,53,2.8,1300.0,0.51,0.11,0.55,0.094,0.11,22,23,21,3,2,5,14,https://www.trulia.com/c/ca/los-angeles/2093-mount-olympus-dr-los-angeles-ca-90046--1001764055,,15000.0,,2662.0,6.0,37.0,194102.0,2003.0,60371941022003.0,Block 2003,G5040,U,51445.0,U,S,248922.0,0.0,34.109463,-118.36874340000001
140 S Citrus Avenue,Los Angeles,CA,90036,"$7,450",1924.0,10,Single-Family Home,"1,832",(310) 908-6800,3,3,2.0,2.0,22.0,,269.0,,119.0,,1.0,7.0,1.0,7.0,1.0,6.0,88.0,3.0,0.0,3.0,197.0,14.0,44.0,67.0,566.0,116.0,208.0,130.0,34.072317,-118.33965800000001,9,35762,3.14,12.3,39.7,1.48,62,3.3,1500.0,0.7,0.11,0.23,0.11,19.0,29,35,24,9,3,6,11,https://www.trulia.com/c/ca/los-angeles/140-s-citrus-ave-los-angeles-ca-90036--2115575076,,7450.0,,1832.0,6.0,37.0,214100.0,2018.0,60372141002018.0,Block 2018,G5040,U,51445.0,U,S,26922.0,0.0,34.0723232,-118.3391665
8046 Woodland Lane,Los Angeles,CA,90046,"$8,500",1923.0,11,Single-Family Home,"2,345",(310) 777-7800,3,3,2.0,2.0,75.0,,563.0,,100.0,,1.0,8.0,1.0,3.0,2.0,6.0,88.0,6.0,0.0,4.0,125.0,17.0,75.0,29.0,213.0,61.0,284.0,107.0,34.104634000000004,-118.36463300000001,9,28824,3.14,12.1,40.7,1.78,61,3.4,2400.0,0.51,0.1,0.56,0.099,0.02,25,25,26,8,4,2,12,https://www.trulia.com/c/ca/los-angeles/8046-woodland-ln-los-angeles-ca-90046--1059601268,,8500.0,,2345.0,6.0,37.0,194102.0,2000.0,60371941022000.0,Block 2000,G5040,U,51445.0,U,S,535051.0,3009.0,34.1078099,-118.36224740000002
1633 South Crest Drive,Los Angeles,CA,90035,"$5,500",1926.0,13,Single-Family Home,"2,559",(310) 210-5154,3,3,2.0,2.0,2.0,,18.0,,16.0,,1.0,9.0,1.0,2.0,1.0,6.0,93.0,2.0,0.0,2.0,161.0,18.0,8.0,37.0,329.0,38.0,379.0,107.0,34.049943,-118.387576,9,44465,3.14,12.2,39.7,1.56,61,3.4,2200.0,0.62,0.07200000000000001,0.15,0.096,47.0,32,37,27,9,9,6,14,https://www.trulia.com/c/ca/los-angeles/1633-s-crest-dr-los-angeles-ca-90035--1001895887,,5500.0,,2559.0,6.0,37.0,217001.0,1005.0,60372170011005.0,Block 1005,G5040,U,51445.0,U,S,15870.0,0.0,34.05005,-118.3880213
852 North Poinsettia Place #6,Los Angeles,CA,90046,"$4,100",1990.0,14,Multi-Family,"1,587",(323) 210-2404,3,3,2.0,2.0,19.0,,227.0,,48.0,,1.0,4.0,1.0,4.0,1.0,6.0,88.0,6.0,0.0,4.0,295.0,29.0,125.0,80.0,946.0,218.0,400.0,225.0,34.086807,-118.34865,9,49827,3.14,12.2,40.3,1.8,63,3.4,2500.0,0.55,0.11,0.5,0.11,0.15,30,28,33,13,6,3,13,https://www.trulia.com/c/ca/los-angeles/852-n-poinsettia-pl-6-los-angeles-ca-90046--2115629628,,4100.0,,1587.0,6.0,37.0,192001.0,2008.0,60371920012008.0,Block 2008,G5040,U,51445.0,U,S,22613.0,0.0,34.0861962,-118.348049
10535 Wilshire Boulevard #1003,Los Angeles,CA,90024,"$4,200",1978.0,14,Multi-Family,"1,400",(310) 293-8763,3,3,2.0,2.0,3.0,,174.0,,42.0,,1.0,9.0,1.0,5.0,1.0,6.0,82.0,3.0,0.0,12.0,265.0,10.0,38.0,57.0,328.0,64.0,212.0,74.0,34.063255,-118.4327,9,34606,3.14,11.9,40.4,1.59,62,3.5,1300.0,0.34,0.061,0.3,0.08,0.0,31,33,28,9,4,3,19,https://www.trulia.com/c/ca/los-angeles/10535-wilshire-blvd-1003-los-angeles-ca-90024--2077253587,,4200.0,,1400.0,6.0,37.0,265201.0,1009.0,60372652011009.0,Block 1009,G5040,U,51445.0,U,S,38826.0,0.0,34.0633362,-118.43325279999999
740 Norway Lane,Los Angeles,CA,90049,"$5,950",1958.0,12,Single-Family Home,"1,669",(310) 502-1300,3,3,2.0,2.0,5.0,1.0,102.0,,,,1.0,8.0,1.0,8.0,1.0,9.0,94.0,2.0,0.0,3.0,19.0,0.0,6.0,9.0,33.0,9.0,30.0,25.0,34.073972999999995,-118.47828100000001,9,8159,3.14,11.5,41.2,1.5,47,2.4,2100.0,0.54,0.057,0.35,0.064,0.0,14,18,9,3,2,3,23,https://www.trulia.com/c/ca/los-angeles/740-norway-ln-los-angeles-ca-90049--2077420371,,5950.0,,1669.0,6.0,37.0,262302.0,1016.0,60372623021016.0,Block 1016,G5040,U,51445.0,U,S,44273.0,0.0,34.072891399999996,-118.47664209999999
1500 South Beverly Drive #401,Los Angeles,CA,90035,"$6,995",2018.0,12,Multi-Family,,(310) 666-1677,3,3,2.0,2.0,2.0,,18.0,,17.0,,1.0,9.0,1.0,7.0,1.0,6.0,93.0,2.0,0.0,2.0,177.0,15.0,21.0,40.0,402.0,63.0,442.0,112.0,34.052245,-118.395348,9,38477,3.14,12.1,39.8,1.48,61,3.5,2100.0,0.57,0.07,0.15,0.09300000000000001,26.0,25,27,22,10,6,6,17,https://www.trulia.com/c/ca/los-angeles/1500-s-beverly-dr-401-los-angeles-ca-90035--2347369588,,6995.0,,,6.0,37.0,269100.0,1004.0,60372691001004.0,Block 1004,G5040,U,51445.0,U,S,33476.0,0.0,34.050943200000006,-118.39478909999998
1731 Federal Avenue #401,Los Angeles,CA,90025,"$4,390",2018.0,14,Multi-Family,"1,500",(310) 988-8923,3,3,2.0,2.0,37.0,2.0,578.0,,,,1.0,7.0,1.0,2.0,1.0,6.0,86.0,7.0,2.0,2.0,325.0,19.0,45.0,62.0,383.0,87.0,303.0,270.0,34.042021000000005,-118.451806,9,50160,3.14,11.7,40.3,1.93,64,3.7,4600.0,0.21,0.053,1.2,0.084,0.0,38,46,30,8,7,5,11,https://www.trulia.com/c/ca/los-angeles/1731-federal-ave-401-los-angeles-ca-90025--2352076432,,4390.0,,1500.0,6.0,37.0,267501.0,1009.0,60372675011009.0,Block 1009,G5040,U,51445.0,U,S,21114.0,0.0,34.041540999999995,-118.451972
4021 Lyceum Avenue,Los Angeles,CA,90066,"$8,900",1938.0,14,Single-Family Home,"1,500",(310) 481-4325,3,3,2.0,2.0,26.0,5.0,280.0,,,,1.0,6.0,1.0,3.0,1.0,6.0,89.0,7.0,0.0,1.0,160.0,16.0,30.0,25.0,254.0,41.0,259.0,154.0,33.994281,-118.43859199999999,9,39609,3.14,11.7,39.5,1.76,57,4.4,2000.0,0.4,0.049,0.18,0.14,32.0,40,50,30,7,11,6,12,https://www.trulia.com/c/ca/los-angeles/4021-lyceum-ave-los-angeles-ca-90066--2077468845,,8900.0,,1500.0,6.0,37.0,275400.0,1002.0,60372754001002.0,Block 1002,G5040,U,51445.0,U,S,19531.0,0.0,33.993554100000004,-118.4383433
11126 La Salle Avenue,Los Angeles,CA,90047,"$2,500",,15,Single-Family Home,"1,218",(424) 228-5247,3,3,2.0,2.0,50.0,,82.0,,,,0.0,0.0,0.0,0.0,1.0,2.0,91.0,8.0,0.0,0.0,25.0,7.0,0.0,3.0,31.0,3.0,28.0,13.0,33.932952,-118.305539,9,35195,3.14,12.4,37.3,1.99,54,4.7,2400.0,0.7,0.1,0.41,0.15,0.035,76,98,54,8,27,7,12,https://www.trulia.com/c/ca/los-angeles/11126-la-salle-ave-los-angeles-ca-90047--2077407303,,2500.0,,1218.0,6.0,37.0,600302.0,2010.0,60376003022010.0,Block 2010,G5040,U,51445.0,U,S,16842.0,0.0,33.9328381,-118.3059442
653 Cross Avenue,Los Angeles,CA,90065,"$5,950",2018.0,14,Single-Family Home,"1,800",Phone not provided,3,3,2.0,2.0,7.0,,43.0,,6.0,,1.0,9.0,2.0,6.0,1.0,7.0,85.0,11.0,0.0,1.0,89.0,12.0,18.0,16.0,114.0,10.0,64.0,29.0,34.107525,-118.209756,9,34316,3.14,11.9,39.9,1.57,53,2.5,1200.0,0.62,0.23,0.66,0.24,0.13,65,82,48,16,30,6,11,https://www.trulia.com/c/ca/los-angeles/653-cross-ave-los-angeles-ca-90065--2077456014,,5950.0,,1800.0,6.0,37.0,185100.0,1002.0,60371851001002.0,Block 1002,G5040,U,51445.0,U,S,236544.0,0.0,34.109938,-118.2105284
1326 South Centinela Avenue #401,Los Angeles,CA,90025,"$6,000",2018.0,14,Multi-Family,"1,894",(310) 883-8881,3,3,2.0,2.0,37.0,2.0,578.0,,,,1.0,2.0,1.0,5.0,1.0,6.0,86.0,7.0,2.0,2.0,219.0,17.0,38.0,54.0,326.0,63.0,257.0,237.0,34.039384999999996,-118.468603,9,47863,3.14,11.6,40.5,1.71,61,3.3,2200.0,0.26,0.051,1.4,0.08,0.0,33,40,26,8,6,6,12,https://www.trulia.com/c/ca/los-angeles/1326-s-centinela-ave-401-los-angeles-ca-90025--2347252845,,6000.0,,1894.0,6.0,37.0,267402.0,2008.0,60372674022008.0,Block 2008,G5040,U,51445.0,U,S,16845.0,0.0,34.039891499999996,-118.4683189
647 Museum Drive,Los Angeles,CA,90065,"$4,500",,15,Single-Family Home,"1,830",(424) 653-9153,3,3,2.0,2.0,7.0,,43.0,,6.0,,1.0,9.0,2.0,6.0,1.0,7.0,85.0,11.0,0.0,1.0,50.0,12.0,10.0,9.0,50.0,8.0,36.0,21.0,34.105357,-118.21133400000001,9,32473,3.14,12.0,39.8,1.63,54,2.6,1400.0,0.62,0.24,0.74,0.25,0.21,65,81,49,17,30,6,12,https://www.trulia.com/c/ca/los-angeles/647-museum-dr-los-angeles-ca-90065--2077455988,,4500.0,,1830.0,6.0,37.0,185100.0,3003.0,60371851003003.0,Block 3003,G5040,U,51445.0,U,S,38955.0,0.0,34.1045031,-118.21052009999998
2452 Shoredale Avenue,Los Angeles,CA,90031,"$3,950",,24,Single-Family Home,"1,200",(323) 380-5214,3,3,2.0,2.0,24.0,2.0,208.0,,,,1.0,6.0,1.0,6.0,1.0,6.0,80.0,16.0,0.0,3.0,39.0,6.0,9.0,8.0,61.0,12.0,19.0,33.0,34.091590999999994,-118.23136399999999,9,20477,3.14,12.1,39.4,2.1,58,3.0,3700.0,0.71,0.35,1.3,0.42,4.1,68,88,49,18,36,5,12,https://www.trulia.com/c/ca/los-angeles/2452-shoredale-ave-los-angeles-ca-90031--2077304728,,3950.0,,1200.0,6.0,37.0,197200.0,2000.0,60371972002000.0,Block 2000,G5040,U,51445.0,U,S,37176.0,0.0,34.091207399999995,-118.23179669999999
3381 Descanso Drive,Los Angeles,CA,90026,"$6,500",,19,Multi-Family,"2,014",(818) 585-6507,3,3,2.0,2.0,23.0,,323.0,,52.0,,1.0,4.0,1.0,7.0,1.0,7.0,79.0,18.0,0.0,2.0,228.0,29.0,61.0,55.0,306.0,63.0,175.0,61.0,34.085255,-118.276642,9,55449,3.14,12.4,39.3,2.15,62,3.2,5000.0,0.65,0.26,1.0,0.29,0.23,61,73,48,18,23,5,12,https://www.trulia.com/c/ca/los-angeles/3381-descanso-dr-los-angeles-ca-90026--2352147789,,6500.0,,2014.0,6.0,37.0,195803.0,1001.0,60371958031001.0,Block 1001,G5040,U,51445.0,U,S,30236.0,0.0,34.0849757,-118.27619879999999
122 N Avenue 23 #23,Los Angeles,CA,90031,"$2,950",,21,,"1,750",(626) 203-8021,3,3,2.0,2.0,45.0,,195.0,,,,0.0,0.0,1.0,4.0,2.0,5.0,80.0,16.0,0.0,3.0,88.0,25.0,21.0,10.0,141.0,34.0,51.0,35.0,34.076402,-118.218124,9,32684,3.14,12.2,38.8,2.26,61,3.2,4200.0,0.66,0.19,2.2,0.22,1.2,79,95,62,30,48,7,12,https://www.trulia.com/c/ca/los-angeles/122-n-avenue-23-23-los-angeles-ca-90031--1012525495,,2950.0,,1750.0,6.0,37.0,199000.0,3009.0,60371990003009.0,Block 3009,G5040,U,51445.0,U,S,26978.0,0.0,34.0768595,-118.2177366
6201 West 6th Street,Los Angeles,CA,90048,"$4,900",,16,Multi-Family,"2,000",(310) 500-0894,3,3,2.0,2.0,5.0,,20.0,,12.0,,1.0,8.0,1.0,7.0,1.0,6.0,89.0,4.0,0.0,5.0,324.0,16.0,65.0,90.0,808.0,137.0,555.0,168.0,34.065137,-118.363447,9,45844,3.14,12.2,39.8,1.53,66,3.7,2400.0,0.65,0.09,0.16,0.09300000000000001,33.0,31,38,24,9,4,6,11,https://www.trulia.com/c/ca/los-angeles/6201-w-6th-st-los-angeles-ca-90048--1058944156,,4900.0,,2000.0,6.0,37.0,214700.0,1006.0,60372147001006.0,Block 1006,G5040,U,51445.0,U,S,30322.0,0.0,34.06549879999999,-118.36313770000001
3955 Alla Road,Los Angeles,CA,90066,"$6,250",,21,Single-Family Home,"1,500",Phone not provided,3,3,2.0,2.0,9.0,,158.0,,59.0,,1.0,6.0,1.0,3.0,1.0,6.0,89.0,7.0,0.0,1.0,150.0,15.0,30.0,25.0,242.0,48.0,256.0,147.0,33.995375,-118.44038,9,38745,3.14,11.7,39.6,1.75,57,4.3,2000.0,0.43,0.048,0.18,0.14,28.0,38,47,28,6,10,6,12,https://www.trulia.com/c/ca/los-angeles/3955-alla-rd-los-angeles-ca-90066--1057848110,,6250.0,,1500.0,6.0,37.0,272202.0,1009.0,60372722021009.0,Block 1009,G5040,U,51445.0,U,S,21070.0,0.0,33.9955833,-118.44098729999999
1235 Innes Avenue,Los Angeles,CA,90026,"$3,595",,29,Multi-Family,,(310) 438-5695,3,3,2.0,2.0,24.0,2.0,208.0,,,,0.0,0.0,0.0,0.0,1.0,5.0,79.0,18.0,0.0,2.0,225.0,32.0,55.0,48.0,346.0,76.0,106.0,75.0,34.071405,-118.24951499999999,9,39486,3.14,12.4,38.7,2.7,66,3.7,7500.0,0.5,0.22,1.9,0.31,0.71,69,83,55,24,31,5,12,https://www.trulia.com/c/ca/los-angeles/1235-innes-ave-los-angeles-ca-90026--2077273658,,3595.0,,,6.0,37.0,197700.0,1006.0,60371977001006.0,Block 1006,G5040,U,51445.0,U,S,26027.0,0.0,34.0719018,-118.2495358
167 North Gardner Street,Los Angeles,CA,90036,"$6,199",1927.0,31,Single-Family Home,"1,812",(323) 337-2410,3,3,2.0,2.0,6.0,,108.0,,17.0,,1.0,8.0,1.0,7.0,1.0,6.0,88.0,3.0,0.0,3.0,300.0,28.0,83.0,97.0,1037.0,168.0,502.0,178.0,34.075497,-118.353254,9,47585,3.14,12.2,39.9,1.52,63,3.5,1600.0,0.68,0.099,0.24,0.1,16.0,29,32,27,10,4,5,12,https://www.trulia.com/c/ca/los-angeles/167-n-gardner-st-los-angeles-ca-90036--2115575410,,6199.0,,1812.0,6.0,37.0,214501.0,2000.0,60372145012000.0,Block 2000,G5040,U,51445.0,U,S,179875.0,0.0,34.073348200000005,-118.3547656
1936 Selby Avenue #401,Los Angeles,CA,90025,"$4,995",,31,Multi-Family,"1,462",(310) 424-8300,3,3,2.0,2.0,37.0,2.0,578.0,,,,1.0,8.0,2.0,3.0,1.0,6.0,86.0,7.0,2.0,2.0,338.0,11.0,46.0,55.0,531.0,73.0,274.0,139.0,34.048856,-118.431949,9,41678,3.14,11.9,40.2,1.81,63,3.7,3600.0,0.35,0.057999999999999996,0.33,0.086,0.0,28,33,22,8,5,4,17,https://www.trulia.com/c/ca/los-angeles/1936-selby-ave-401-los-angeles-ca-90025--2340276949,,4995.0,,1462.0,6.0,37.0,267200.0,2000.0,60372672002000.0,Block 2000,G5040,U,51445.0,U,S,20559.0,0.0,34.0492976,-118.43166979999998
11860 Tennessee Place,Los Angeles,CA,90064,"$4,700",1955.0,29,Single-Family Home,"1,510",(888) 571-5388,3,3,2.0,2.0,37.0,2.0,578.0,,,,1.0,5.0,1.0,2.0,1.0,6.0,94.0,3.0,0.0,1.0,227.0,17.0,37.0,43.0,259.0,75.0,156.0,181.0,34.030727,-118.449528,9,36029,3.14,11.7,40.2,2.02,61,3.7,6100.0,0.37,0.051,0.65,0.092,0.0,43,54,32,9,10,5,12,https://www.trulia.com/c/ca/los-angeles/11860-tennessee-pl-los-angeles-ca-90064--1054678304,,4700.0,,1510.0,6.0,37.0,267600.0,2026.0,60372676002026.0,Block 2026,G5040,U,51445.0,U,S,14716.0,0.0,34.0306232,-118.4487541
1121 West 39th Place,Los Angeles,CA,90037,"$3,200",,30,Multi-Family,"1,250",(213) 507-7667,3,3,2.0,2.0,132.0,,452.0,,,,1.0,5.0,1.0,5.0,1.0,5.0,69.0,21.0,0.0,3.0,161.0,24.0,17.0,20.0,92.0,30.0,59.0,19.0,34.014184,-118.295221,9,61315,3.14,12.6,38.0,1.58,54,3.1,3200.0,0.69,0.08900000000000001,0.66,0.18,0.0,83,94,71,25,46,7,7,https://www.trulia.com/c/ca/los-angeles/1121-w-39th-pl-los-angeles-ca-90037--1054514806,,3200.0,,1250.0,6.0,37.0,231220.0,1006.0,60372312201006.0,Block 1006,G5040,U,51445.0,U,S,15954.0,0.0,34.0148096,-118.2953368
1936 Selby Avenue #302,Los Angeles,CA,90025,"$4,500",,31,Multi-Family,"1,462",(310) 424-8300,3,3,2.0,2.0,37.0,2.0,578.0,,,,1.0,8.0,2.0,3.0,1.0,6.0,86.0,7.0,2.0,2.0,338.0,11.0,46.0,55.0,531.0,73.0,274.0,139.0,34.048856,-118.431949,9,41678,3.14,11.9,40.2,1.81,63,3.7,3600.0,0.35,0.057999999999999996,0.33,0.086,0.0,28,33,22,8,5,4,17,https://www.trulia.com/c/ca/los-angeles/1936-selby-ave-302-los-angeles-ca-90025--2340276817,,4500.0,,1462.0,6.0,37.0,267200.0,2000.0,60372672002000.0,Block 2000,G5040,U,51445.0,U,S,20559.0,0.0,34.0492976,-118.43166979999998
1924 Park Grove Avenue #3,Los Angeles,CA,90007,"$3,600",,27,Multi-Family,"1,065",(310) 995-1660,3,3,2.0,2.0,74.0,,455.0,,,,0.0,0.0,1.0,5.0,0.0,0.0,55.0,18.0,4.0,7.0,358.0,33.0,82.0,61.0,722.0,105.0,114.0,74.0,34.035569,-118.27666599999999,9,56776,3.14,12.5,38.2,2.49,67,3.9,7600.0,0.53,0.12,1.4,0.24,0.009000000000000001,81,86,74,33,43,5,8,https://www.trulia.com/c/ca/los-angeles/1924-park-grove-ave-3-los-angeles-ca-90007--2351868770,,3600.0,,1065.0,6.0,37.0,224410.0,1010.0,60372244101010.0,Block 1010,G5040,U,51445.0,U,S,16364.0,0.0,34.0352493,-118.2772098
12018 Rhode Island Avenue,Los Angeles,CA,90025,"$3,800",,33,,"1,700",(323) 250-2133,3,3,2.0,2.0,37.0,2.0,578.0,,,,1.0,2.0,1.0,5.0,1.0,6.0,86.0,7.0,2.0,2.0,218.0,17.0,34.0,50.0,292.0,66.0,244.0,231.0,34.043007,-118.46454399999999,9,51185,3.14,11.6,40.5,1.73,62,3.4,2400.0,0.23,0.052000000000000005,1.4,0.08,0.0,34,41,27,7,6,5,12,https://www.trulia.com/c/ca/los-angeles/12018-rhode-island-ave-los-angeles-ca-90025--2077264958,,3800.0,,1700.0,6.0,37.0,267402.0,1015.0,60372674021015.0,Block 1015,G5040,U,51445.0,U,S,9989.0,0.0,34.042619,-118.4646676
2919 Baldwin Street #A,Los Angeles,CA,90031,"$2,995",,37,Multi-Family,,(310) 551-0660,3,3,2.0,2.0,45.0,,195.0,,,,1.0,4.0,1.0,4.0,2.0,5.0,80.0,16.0,0.0,3.0,104.0,23.0,18.0,19.0,127.0,30.0,43.0,30.0,34.070207,-118.210843,9,31417,3.14,12.3,38.7,2.27,62,3.2,3900.0,0.64,0.17,2.3,0.23,0.98,80,96,63,29,47,7,12,https://www.trulia.com/c/ca/los-angeles/2919-baldwin-st-a-los-angeles-ca-90031--2351467863,,2995.0,,,6.0,37.0,199800.0,3006.0,60371998003006.0,Block 3006,G5040,U,51445.0,U,S,24090.0,0.0,34.07105,-118.2109861
8021 South Vermont Avenue #13,Los Angeles,CA,90044,"$2,200",,36,Multi-Family,"1,100",(310) 793-9500,3,3,2.0,2.0,247.0,,747.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,84.0,14.0,0.0,0.0,81.0,17.0,14.0,8.0,76.0,2.0,55.0,7.0,33.966611,-118.29188700000002,9,56534,3.14,12.6,37.4,1.92,54,3.8,4800.0,0.64,0.096,0.53,0.19,0.013999999999999999,83,99,67,15,38,9,8,https://www.trulia.com/c/ca/los-angeles/8021-s-vermont-ave-13-los-angeles-ca-90044--2115615065,,2200.0,,1100.0,6.0,37.0,238200.0,1004.0,60372382001004.0,Block 1004,G5040,U,51445.0,U,S,22920.0,0.0,33.9665723,-118.2923762
6418 Dix Street,Los Angeles,CA,90068,"$3,950",,33,Multi-Family,,(323) 255-9400,3,3,2.0,2.0,75.0,,560.0,,95.0,,1.0,6.0,1.0,3.0,1.0,7.0,91.0,4.0,0.0,3.0,356.0,21.0,243.0,76.0,392.0,245.0,208.0,110.0,34.105725,-118.32945,9,42662,3.14,12.1,40.5,2.12,63,3.4,3800.0,0.49,0.15,1.2,0.14,0.0064,44,44,44,16,11,3,10,https://www.trulia.com/c/ca/los-angeles/6418-dix-st-los-angeles-ca-90068--2077480413,,3950.0,,,6.0,37.0,189600.0,2014.0,60371896002014.0,Block 2014,G5040,U,51445.0,U,S,8811.0,0.0,34.1055361,-118.32977199999999
6420 Dix Street,Los Angeles,CA,90068,"$3,950",,34,Multi-Family,,(323) 255-9400,3,3,2.0,2.0,74.0,,558.0,,95.0,,1.0,6.0,1.0,3.0,1.0,7.0,91.0,4.0,0.0,3.0,355.0,21.0,242.0,76.0,391.0,243.0,208.0,109.0,34.105769,-118.32964199999999,9,42883,3.14,12.1,40.5,2.12,63,3.4,3800.0,0.49,0.15,1.2,0.14,0.0063,44,44,44,16,11,3,10,https://www.trulia.com/c/ca/los-angeles/6420-dix-st-los-angeles-ca-90068--2077480420,,3950.0,,,6.0,37.0,189600.0,2014.0,60371896002014.0,Block 2014,G5040,U,51445.0,U,S,8811.0,0.0,34.1055361,-118.32977199999999
8376 Hollywood Boulevard,Los Angeles,CA,90069,"$8,900",1947.0,47,Single-Family Home,"3,000",(310) 770-3999,3,3,2.0,2.0,74.0,,558.0,,95.0,,1.0,8.0,1.0,3.0,2.0,6.0,88.0,4.0,0.0,5.0,210.0,16.0,108.0,50.0,475.0,99.0,456.0,159.0,34.098503,-118.37158400000001,9,35825,3.14,12.1,40.6,1.8,63,3.6,2700.0,0.49,0.095,0.37,0.091,0.00029,26,26,26,6,3,2,13,https://www.trulia.com/c/ca/los-angeles/8376-hollywood-blvd-los-angeles-ca-90069--1001931288,,8900.0,,3000.0,6.0,37.0,194200.0,2006.0,60371942002006.0,Block 2006,G5040,U,51445.0,U,S,88647.0,0.0,34.097663399999995,-118.3717135
9716 Saturn Street,Los Angeles,CA,90035,"$5,400",1946.0,48,Single-Family Home,"1,561",(818) 633-3682,3,3,2.0,2.0,2.0,,18.0,,17.0,,1.0,9.0,1.0,7.0,1.0,6.0,93.0,2.0,0.0,2.0,255.0,18.0,40.0,53.0,617.0,66.0,493.0,109.0,34.053043,-118.39936000000002,9,31430,3.14,12.1,39.9,1.45,62,3.5,2400.0,0.57,0.069,0.16,0.091,17.0,20,23,18,9,4,6,17,https://www.trulia.com/c/ca/los-angeles/9716-saturn-st-los-angeles-ca-90035--1060102729,,5400.0,,1561.0,6.0,37.0,269100.0,3008.0,60372691003008.0,Block 3008,G5040,U,51445.0,U,S,14369.0,0.0,34.052691700000004,-118.39951140000001
