"Address","City","State","Zip_Code","Rent_Per_Month","Year","Days_on_Trulia","Type","Sqft","Phone_Number","Bedroom_min","Bedroom_max","Bathroom_min","Bathroom_max","Assault","Arrest","Theft","Vandalism","Burglary","Crime_Other","Elementary_School_Count","Elementary_School_Avg_Score","Middle_School_Count","Middle_School_Avg_Score","High_School_Count","High_School_Avg_Score","Driving","Transit","Walking","Cycling","Restaurant","Groceries","Nightlife","Cafe","Shopping","Entertainment","Beauty","Active_life","Latitude","Longitude","EPA_Region","Population","Input_area.sq..miles.","Particulate_Matter","Ozone","NATA._Diesel_PM","NATA._Air_Toxics_Cancer_Risk","NATA._Respiratory_Hazard_Index","Traffic_Proximity_and_Volume","Lead_Paint_Indicator","Superfund_Proximity","RMP_Proximity","Hazardous_Waste_Proximity","Wastewater_Discharge_Indicator","Demographic_Index.","Minority_Population.","Low_Income_Population.","Linguistically_Isolated_Population.","Population_with_Less_Than_High_School_Education.","Population_under_Age_5.","Population_over_Age_64.","URL","rent_max","rent_min","Sqft_max","Sqft_min","STATEFP10","COUNTYFP10","TRACTCE10","BLOCKCE10","GEOID10","NAME10","MTFCC10","UR10","UACE10","UATYPE","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10"
"1425 North Alta Vista Boulevard","Los Angeles","CA","90046","$2,020 - $3,085",NA,"567","Apartment","450-1,165","(657) 237-2235","0","0",1,1,182,1,993,NA,NA,NA,1,8,1,3,1,7,88,6,0,4,357,29,220,79,824,239,493,222,34.096725,-118.347115,9,52067,3.14,12.1,40.5,2.01,64,3.5,2700,0.47,0.11,0.71,0.11,0.0041,36,33,38,15,7,2,13,"https://www.trulia.com/c/ca/los-angeles/vue-hollywood-1425-n-alta-vista-blvd-los-angeles-ca-90046--2115626410",3085,2020,1165,450,6,37,189902,2003,60371899022003,"Block 2003","G5040","U",51445,"U","S",45900,0,34.0962111,-118.3477152
"612 South Flower Street","Los Angeles","CA","90017","$1,901 - $3,179",NA,"619","Apartment","461-1,824","(323) 302-8986","0","0",1,1,396,2,1773,NA,NA,NA,1,6,0,0,1,5,43,54,0,5,961,61,279,220,3473,280,323,159,34.049729,-118.25778,9,67140,3.14,12.5,38.4,2.61,83,4.7,4200,0.51,0.15,2.5,0.42,0.38,74,82,66,27,32,5,11,"https://www.trulia.com/c/ca/los-angeles/pegasus-612-s-flower-st-los-angeles-ca-90017--2115506118",3179,1901,1824,461,6,37,207710,1019,60372077101019,"Block 1019","G5040","U",51445,"U","S",13749,0,34.0493968,-118.2572407
"501 South New Hampshire Avenue","Los Angeles","CA","90020","$1,738 - $2,733",NA,"619","Apartment","455-897","(310) 896-4077","0","0",1,1,169,NA,1147,NA,190,NA,0,0,0,0,1,5,76,17,0,5,706,66,142,140,623,81,466,102,34.064604,-118.292935,9,132605,3.14,12.4,39,1.86,70,3.6,1700,0.49,0.16,0.44,0.17,0,77,93,61,40,32,6,8,"https://www.trulia.com/c/ca/los-angeles/hampshire-place-501-s-new-hampshire-ave-los-angeles-ca-90020--2115526090",2733,1738,897,455,6,37,212101,2001,60372121012001,"Block 2001","G5040","U",51445,"U","S",22671,0,34.0645084,-118.2935277
"900 North Broadway","Los Angeles","CA","90012","$2,012 - $5,263",NA,"247","Apartment","585-1,005","(323) 451-7467","1","1",1,1,109,NA,171,NA,25,NA,1,6,1,4,1,5,73,13,0,9,294,29,77,65,376,142,79,58,34.064503,-118.237186,9,28651,3.14,12.4,38.5,2.9,68,3.9,7900,0.32,0.18,2.8,0.44,2.5,68,85,61,36,40,4,12,"https://www.trulia.com/c/ca/los-angeles/blossom-plaza-900-north-broadway-los-angeles-ca-90012--2077210966",5263,2012,1005,585,6,37,206010,1020,60372060101020,"Block 1020","G5040","U",51445,"U","S",255154,0,34.0682177,-118.2320356
"850 Crenshaw Boulevard","Los Angeles","CA","90005","$3,660 - $4,850",2018,"5","Apartment","1,304-1,548","(818) 853-9306","2","2",2,2,22,NA,271,NA,120,NA,1,4,1,7,1,4,67,26,0,5,385,25,67,75,404,43,293,73,34.057735,-118.321256,9,59044,3.14,12.4,39.1,1.57,63,3.2,1500,0.56,0.12,0.18,0.12,7.5,68,87,49,31,22,6,12,"https://www.trulia.com/c/ca/los-angeles/windsor-square-villas-850-crenshaw-blvd-los-angeles-ca-90005--2077191295",4850,3660,1548,1304,6,37,212701,1002,60372127011002,"Block 1002","G5040","U",51445,"U","S",36222,0,34.057525,-118.3207477
"1249 South Grand Avenue","Los Angeles","CA","90015","$1,995 - $3,595",NA,"330","Apartment","519-1,185","(213) 986-2960","0","0",1,1,396,2,1773,NA,NA,NA,0,0,0,0,1,5,53,38,2,8,796,39,203,170,3540,196,283,141,34.039176,-118.26424,9,44132,3.14,12.5,38.2,2.83,82,4.8,7300,0.57,0.13,2.6,0.45,0.24,72,81,63,23,32,7,9,"https://www.trulia.com/c/ca/los-angeles/e-on-grand-1249-s-grand-ave-los-angeles-ca-90015--2115494147",3595,1995,1185,519,6,37,207900,2008,60372079002008,"Block 2008","G5040","U",51445,"U","S",22561,0,34.0398495,-118.2644369
"467 Arnaz Drive","Los Angeles","CA","90048","$2,540 - $3,630",NA,"772","Apartment","850-1,190","(424) 800-4104","1","1",1,1,8,NA,186,NA,32,NA,1,7,1,7,1,6,89,4,0,5,405,9,109,85,1323,137,1025,223,34.070202,-118.382744,9,42184,3.14,12.1,40.1,1.55,67,3.8,3500,0.53,0.078,0.15,0.083,9,23,25,22,10,5,5,17,"https://www.trulia.com/c/ca/los-angeles/imt-beverly-arnaz-467-arnaz-dr-los-angeles-ca-90048--2077409268",3630,2540,1190,850,6,37,214902,2006,60372149022006,"Block 2006","G5040","U",51445,"U","S",12257,0,34.0702521,-118.3832274
"5659 West 8th Street","Los Angeles","CA","90036","$5,970 - $7,000",NA,"588","Apartment",NA,"(323) 431-5532","1","1",1,1,7,NA,92,NA,21,NA,1,4,1,7,1,6,88,3,0,3,243,18,46,90,545,126,297,119,34.060673,-118.352596,9,47109,3.14,12.3,39.6,1.53,64,3.6,2400,0.69,0.094,0.16,0.097,60,38,50,25,9,6,6,11,"https://www.trulia.com/c/ca/los-angeles/oakwood-miracle-mile-furnished-apartments-5659-w-8th-st-los-angeles-ca-90036--2115578888",7000,5970,NA,NA,6,37,216300,1000,60372163001000,"Block 1000","G5040","U",51445,"U","S",20765,0,34.0614775,-118.352381
"1550 North El Centro Avenue","Los Angeles","CA","90028","$3,500 - $6,700",2016,"621","Apartment","795-1,327","(323) 736-4368","1","1",1,1,182,1,993,NA,NA,NA,1,4,1,3,1,7,66,16,0,8,415,37,239,82,456,252,235,98,34.09892,-118.32369,9,59342,3.14,12.2,40.3,2.18,64,3.4,4100,0.46,0.16,1,0.16,0.00024,55,57,53,25,20,4,9,"https://www.trulia.com/c/ca/los-angeles/hollywood-proper-residences-1550-n-el-centro-ave-los-angeles-ca-90028--1150970919",6700,3500,1327,795,6,37,191000,3010,60371910003010,"Block 3010","G5040","U",51445,"U","S",26287,0,34.0989161,-118.3230128
"888 South Olive Street","Los Angeles","CA","90014","$4,030 - $12,400",NA,"910","Apartment","711-2,037","(213) 267-9980","1","1",1,1,396,2,1773,NA,NA,NA,0,0,0,0,1,5,50,24,4,22,1006,63,283,221,3856,268,312,157,34.043847,-118.257998,9,47867,3.14,12.5,38.2,2.8,88,5.2,5800,0.51,0.14,3,0.54,0.52,68,76,61,21,25,4,12,"https://www.trulia.com/c/ca/los-angeles/level-furnished-living-downtown-los-angeles-888-s-olive-st-los-angeles-ca-90014--2115491745",12400,4030,2037,711,6,37,207710,1046,60372077101046,"Block 1046","G5040","U",51445,"U","S",25539,0,34.0440945,-118.2569956
"1417 N Bronson Avenue","Los Angeles","CA","90028","$1,395 - $1,895",1928,"2","Apartment","305-530","(424) 610-8509","Studio","1",1,1,182,1,993,NA,NA,NA,1,4,1,3,1,2,66,16,0,8,422,50,206,69,483,218,275,87,34.096221,-118.317986,9,70290,3.14,12.2,40.1,2.26,64,3.4,4400,0.46,0.17,0.98,0.17,0,59,62,57,32,24,5,10,"https://www.trulia.com/c/ca/los-angeles/studios-at-bronson-1417-n-bronson-ave-los-angeles-ca-90028--1049346553",1895,1395,530,305,6,37,190902,1001,60371909021001,"Block 1001","G5040","U",51445,"U","S",40891,0,34.0962251,-118.3184977
"6220 West 3rd Street","Los Angeles","CA","90036","$2,794 - $30,726",2005,"11","Apartment","720-1,850","(424) 324-3193","1","1",1,1,5,NA,91,NA,24,NA,1,8,1,7,1,6,88,3,0,3,325,19,82,110,995,170,555,156,34.070856,-118.356978,9,45058,3.14,12.2,39.8,1.51,65,3.6,1900,0.68,0.096,0.18,0.097,23,29,33,24,9,4,5,10,"https://www.trulia.com/c/ca/los-angeles/palazzo-west-at-the-grove-6220-w-3rd-st-los-angeles-ca-90036--2115579630",30726,2794,1850,720,6,37,214501,1000,60372145011000,"Block 1000","G5040","U",51445,"U","S",46093,0,34.0702673,-118.3576152
"375 East 2nd Street","Los Angeles","CA","90012","$2,327 - $3,294",NA,"619","Apartment","516-1,115","(323) 629-4993","0","0",1,1,396,2,1773,NA,NA,NA,0,0,1,6,1,5,73,13,0,9,839,62,222,190,2989,240,263,135,34.048127,-118.239884,9,41706,3.14,12.5,38.2,2.9,86,5.1,4400,0.54,0.14,4.5,0.79,2.2,63,75,58,21,27,3,14,"https://www.trulia.com/c/ca/los-angeles/hikari-375-e-2nd-st-los-angeles-ca-90012--2115484682",3294,2327,1115,516,6,37,206200,2001,60372062002001,"Block 2001","G5040","U",51445,"U","S",13621,0,34.0485806,-118.239685
"1420 Ambassador Street","Los Angeles","CA","90035","$2,789 - $6,310",1989,"1010","Apartment","855-1,358","(424) 789-8267","1","1",1,1,2,NA,18,NA,17,NA,1,9,1,7,1,6,93,2,0,2,249,14,46,53,570,60,441,96,34.053113,-118.40389,9,28358,3.14,12.1,39.9,1.47,62,3.5,2600,0.54,0.067,0.16,0.09,11,19,22,16,8,4,6,19,"https://www.trulia.com/c/ca/los-angeles/hillcreste-apartments-1420-ambassador-st-los-angeles-ca-90035--2077334576",6310,2789,1358,855,6,37,269000,4015,60372690004015,"Block 4015","G5040","U",51445,"U","S",15118,0,34.0527766,-118.4033197
"950 South Fairfax Avenue","Los Angeles","CA","90036","$2,600 - $15,000",NA,"16","Apartment","518-1,486","(657) 242-2532","0","0",1,1,5,NA,20,NA,12,NA,1,4,1,5,1,6,88,3,0,3,271,14,49,82,503,130,457,123,34.058742,-118.363541,9,49715,3.14,12.2,39.7,1.53,65,3.6,2400,0.67,0.087,0.15,0.093,58,37,47,26,9,6,6,12,"https://www.trulia.com/c/ca/los-angeles/vinz-on-fairfax-950-s-fairfax-ave-los-angeles-ca-90036--2115581523",15000,2600,1486,518,6,37,216300,3013,60372163003013,"Block 3013","G5040","U",51445,"U","S",27902,0,34.0597314,-118.3624853
"1611 North Formosa Avenue","Los Angeles","CA","90046","$2,315 - $2,930",NA,"2","Apartment","780","(805) 556-4753","1","1",1,1,182,1,993,NA,NA,NA,1,8,1,3,1,7,88,6,0,4,291,30,203,61,541,190,444,197,34.100137,-118.346814,9,48304,3.14,12.1,40.5,2.03,64,3.5,2900,0.45,0.12,0.76,0.12,0.0054,36,34,38,15,7,2,13,"https://www.trulia.com/c/ca/los-angeles/the-jessica-apts-1611-n-formosa-ave-los-angeles-ca-90046--2115627241",2930,2315,NA,780,6,37,189904,1001,60371899041001,"Block 1001","G5040","U",51445,"U","S",20295,0,34.1007051,-118.3473113
"1710 North Fuller Avenue","Los Angeles","CA","90046","$2,064 - $3,447",NA,"619","Apartment","434-900","(323) 688-3792","0","0",1,1,182,1,993,NA,NA,NA,1,8,1,3,1,7,88,6,0,4,263,30,160,54,474,157,375,165,34.101843,-118.348895,9,46458,3.14,12.1,40.5,2.02,63,3.5,2800,0.45,0.12,0.76,0.11,0.006,34,32,37,14,6,2,12,"https://www.trulia.com/c/ca/los-angeles/vantage-hollywood-1710-n-fuller-ave-los-angeles-ca-90046--2115627504",3447,2064,900,434,6,37,189903,1000,60371899031000,"Block 1000","G5040","U",51445,"U","S",64981,0,34.1025103,-118.347202
"705 West 9th Street","Los Angeles","CA","90015","$3,030 - $6,551",2010,"143","Apartment","862-1,546","(951) 666-2444","1","1",1,1,396,2,1773,NA,NA,NA,1,4,0,0,1,5,53,38,2,8,936,53,261,202,3612,241,314,155,34.045914,-118.261462,9,64872,3.14,12.5,38.3,2.65,83,4.8,4900,0.52,0.14,2.3,0.4,0.32,74,82,66,27,33,5,11,"https://www.trulia.com/c/ca/los-angeles/watermarke-tower-705-w-9th-st-los-angeles-ca-90015--2124248551",6551,3030,1546,862,6,37,207710,1031,60372077101031,"Block 1031","G5040","U",51445,"U","S",26928,0,34.0468535,-118.2613713
"120 Granville Avenue","Los Angeles","CA","90049","$6,295",NA,"156","Apartment","1791","(424) 324-3315","3","3",2,2,5,1,102,NA,NA,NA,1,5,1,8,1,6,94,2,0,3,61,3,10,20,116,20,111,84,34.063187,-118.471463,9,20803,3.14,11.5,40.8,1.51,53,2.8,2300,0.37,0.055,0.62,0.07,0,18,20,16,3,4,4,20,"https://www.trulia.com/c/ca/los-angeles/120-granville-ave-120-granville-ave-los-angeles-ca-90049--2077416401",NA,6295,NA,1791,6,37,264102,1004,60372641021004,"Block 1004","G5040","U",51445,"U","S",215468,0,34.0586119,-118.4700465
"411 South Virgil Avenue","Los Angeles","CA","90020","$1,601 - $2,532",NA,"619","Apartment","409-973","(323) 736-4966","0","0",1,1,169,NA,1147,NA,190,NA,1,6,1,5,1,5,76,17,0,5,562,62,96,107,492,76,336,74,34.066516,-118.287145,9,129229,3.14,12.4,38.9,1.95,70,3.6,2300,0.49,0.16,0.59,0.18,8.7e-05,78,93,63,41,35,6,8,"https://www.trulia.com/c/ca/los-angeles/virgil-square-411-s-virgil-ave-los-angeles-ca-90020--2115524873",2532,1601,973,409,6,37,211120,3002,60372111203002,"Block 3002","G5040","U",51445,"U","S",21197,0,34.0659313,-118.2877612
"691 Irolo Street","Los Angeles","CA","90005","$1,950 - $2,995",1962,"59","Apartment","950-1,150","(213) 955-7922","1","1",1,1,171,NA,1160,NA,192,NA,0,0,0,0,1,5,67,26,0,5,745,62,132,146,685,66,520,104,34.060095,-118.300924,9,123652,3.14,12.4,39,1.79,69,3.5,1500,0.49,0.14,0.27,0.15,0,77,93,61,42,31,6,9,"https://www.trulia.com/c/ca/los-angeles/the-ambassador-towers-691-irolo-st-los-angeles-ca-90005--2077190891",2995,1950,1150,950,6,37,212410,1000,60372124101000,"Block 1000","G5040","U",51445,"U","S",21869,0,34.0607089,-118.3014618
"401 South Grand View Street","Los Angeles","CA","90057","$2,650",2016,"15","Apartment","992","(213) 279-5197","2","2",2,2,226,NA,893,NA,NA,NA,0,0,0,0,1,5,44,50,0,2,370,51,76,73,364,64,213,76,34.063317,-118.275226,9,118877,3.14,12.5,38.7,2.11,70,3.7,3200,0.49,0.17,1.1,0.2,0.011,81,94,69,42,43,6,9,"https://www.trulia.com/c/ca/los-angeles/401-grand-view-401-s-grand-view-st-los-angeles-ca-90057--2183498654",NA,2650,NA,992,6,37,208802,1002,60372088021002,"Block 1002","G5040","U",51445,"U","S",16445,0,34.0632156,-118.2762604
"7660 Beverly Boulevard","Los Angeles","CA","90036","$2,611 - $7,141",1990,"2263","Apartment","672-1,057","(424) 324-3492","1","1",1,1,6,NA,108,NA,17,NA,1,8,1,7,1,6,88,3,0,3,320,28,83,103,1113,171,539,218,34.076097,-118.35681,9,48022,3.14,12.2,40,1.53,64,3.5,1600,0.68,0.098,0.24,0.098,13,28,30,27,9,4,5,12,"https://www.trulia.com/c/ca/los-angeles/broadcast-center-apartments-7660-beverly-blvd-los-angeles-ca-90036--2077338177",7141,2611,1057,672,6,37,214501,2001,60372145012001,"Block 2001","G5040","U",51445,"U","S",116483,0,34.0732455,-118.3575366
"8665 Burton Way","Los Angeles","CA","90048","$3,645 - $7,900",NA,"913","Apartment","759-1,170","(424) 610-8334","1","1",1,1,8,NA,186,NA,32,NA,1,7,1,7,1,6,89,4,0,5,343,7,108,78,1124,132,924,218,34.072372,-118.381103,9,41568,3.14,12.1,40.1,1.57,67,3.8,3400,0.49,0.08,0.15,0.083,7.4,24,25,22,10,5,5,17,"https://www.trulia.com/c/ca/los-angeles/burton-way-8665-burton-way-los-angeles-ca-90048--2077411412",7900,3645,1170,759,6,37,214902,1015,60372149021015,"Block 1015","G5040","U",51445,"U","S",13327,0,34.0729619,-118.381116
"4121 Wilshire Boulevard","Los Angeles","CA","90010","$2,350 - $5,000",NA,"674","Apartment","600-1,225","(213) 805-7049","0","0",1,1,22,NA,271,NA,120,NA,1,5,1,7,1,4,89,8,0,1,490,35,88,91,512,54,370,81,34.061727,-118.317433,9,67836,3.14,12.4,39.1,1.62,65,3.3,1500,0.5,0.13,0.18,0.13,2.5,67,86,48,33,19,5,11,"https://www.trulia.com/c/ca/los-angeles/the-historic-los-altos-apartments-4121-wilshire-blvd-los-angeles-ca-90010--2077203838",5000,2350,1225,600,6,37,211701,3005,60372117013005,"Block 3005","G5040","U",51445,"U","S",21172,0,34.062594,-118.3171611
"235 South San Pedro Street","Los Angeles","CA","90012","$1,868 - $3,425",NA,"619","Apartment","572-1,287","(415) 889-2234","0","0",1,1,396,2,1773,NA,NA,NA,0,0,1,6,1,5,73,13,0,9,930,61,250,212,3271,254,285,140,34.048421,-118.242133,9,39062,3.14,12.5,38.2,2.9,88,5.2,5100,0.53,0.14,4.4,0.76,1.7,64,73,57,21,24,3,15,"https://www.trulia.com/c/ca/los-angeles/sakura-crossing-235-s-san-pedro-st-los-angeles-ca-90012--2115484119",3425,1868,1287,572,6,37,206200,2005,60372062002005,"Block 2005","G5040","U",51445,"U","S",48136,0,34.0488005,-118.2431227
"1441 Veteran Avenue","Los Angeles","CA","90024","$1,925 - $3,050",NA,"74","Apartment","480-1,200","(424) 324-3177","0","0",1,1,3,NA,176,NA,42,NA,2,8,1,5,1,6,82,3,0,12,329,13,40,63,321,76,305,179,34.0529,-118.443604,9,46344,3.14,11.8,40.4,1.8,64,3.7,3200,0.25,0.057,0.46,0.082,0,37,40,32,10,6,3,14,"https://www.trulia.com/c/ca/los-angeles/westwood-village-galleria-1441-veteran-ave-los-angeles-ca-90024--2077259330",3050,1925,1200,480,6,37,265520,3002,60372655203002,"Block 3002","G5040","U",51445,"U","S",71329,0,34.0521792,-118.4455513
"1819 Kelton Avenue","Los Angeles","CA","90025","$4,495 - $6,295",2018,"68","Apartment","1,423-2,461","(424) 332-0685","2","2",2,2,37,2,578,NA,NA,NA,1,8,2,3,1,6,86,7,2,2,347,13,42,60,464,83,347,181,34.048507,-118.438524,9,43610,3.14,11.8,40.3,1.87,64,3.8,3900,0.29,0.057,0.43,0.085,0,33,39,27,10,6,3,15,"https://www.trulia.com/c/ca/los-angeles/1819-kelton-1819-kelton-ave-los-angeles-ca-90025--2077268923",6295,4495,2461,1423,6,37,267200,1008,60372672001008,"Block 1008","G5040","U",51445,"U","S",27333,0,34.0478315,-118.4385498
"6201 Hollywood Boulevard","Los Angeles","CA","90028","$1,946 - $4,416",2014,"51","Apartment","563-1,527","(323) 736-5022","0","0",1,1,186,1,1007,NA,NA,NA,1,6,1,3,1,7,66,16,0,8,394,30,240,78,410,243,210,95,34.101677,-118.324673,9,54696,3.14,12.2,40.3,2.2,64,3.4,4100,0.47,0.16,1.1,0.15,0.0039,52,53,50,23,18,4,10,"https://www.trulia.com/c/ca/los-angeles/eastown-6201-hollywood-blvd-los-angeles-ca-90028--2077295948",4416,1946,1527,563,6,37,191000,1015,60371910001015,"Block 1015","G5040","U",51445,"U","S",20984,0,34.1028455,-118.3246542
"501 South New Hampshire Avenue","Los Angeles","CA","90020","$1,738 - $2,733",NA,"619","Apartment","455-897","(310) 896-4077","0","0",1,1,169,NA,1147,NA,190,NA,0,0,0,0,1,5,76,17,0,5,706,66,142,140,623,81,466,102,34.064604,-118.292935,9,132605,3.14,12.4,39,1.86,70,3.6,1700,0.49,0.16,0.44,0.17,0,77,93,61,40,32,6,8,"https://www.trulia.com/c/ca/los-angeles/hampshire-place-501-s-new-hampshire-ave-los-angeles-ca-90020--2115526090",2733,1738,897,455,6,37,212101,2001,60372121012001,"Block 2001","G5040","U",51445,"U","S",22671,0,34.0645084,-118.2935277
"1745 North Wilcox Avenue","Los Angeles","CA","90028","$1,585 - $3,615",NA,"730","Apartment","326-863","(310) 879-5345","0","0",1,1,186,1,1007,NA,NA,NA,1,2,1,3,1,7,66,16,0,8,373,26,245,80,455,268,275,125,34.102943,-118.331074,9,49776,3.14,12.1,40.4,2.13,64,3.4,3700,0.44,0.14,1,0.14,0.006,45,44,45,16,12,3,10,"https://www.trulia.com/c/ca/los-angeles/duet-on-wilcox-1745-n-wilcox-ave-los-angeles-ca-90028--2175010514",3615,1585,863,326,6,37,190201,1003,60371902011003,"Block 1003","G5040","U",51445,"U","S",24786,0,34.102723,-118.3315735
"345 South Alexandria Avenue","Los Angeles","CA","90020","$1,804 - $2,458",NA,"619","Apartment","597-1,058","(323) 745-2277","1","1",1,1,171,NA,1160,NA,192,NA,1,4,1,5,1,5,76,17,0,5,722,61,143,151,657,74,478,98,34.067664,-118.297975,9,125326,3.14,12.4,39.1,1.84,69,3.5,1900,0.48,0.16,0.33,0.16,0,75,92,58,38,28,6,9,"https://www.trulia.com/c/ca/los-angeles/the-cleo-345-s-alexandria-ave-los-angeles-ca-90020--2115524087",2458,1804,1058,597,6,37,211910,1001,60372119101001,"Block 1001","G5040","U",51445,"U","S",23664,0,34.0681159,-118.2985751
"5211 Pacific Concourse Drive","Los Angeles","CA","90045","$1,992 - $3,339",NA,"619","Apartment","533-1,446","(424) 296-4454","0","0",1,1,42,39,640,NA,NA,NA,0,0,0,0,0,0,95,1,0,0,77,7,10,8,66,0,30,28,33.926559,-118.371325,9,24418,3.14,12,37.9,1.82,59,7.2,5400,0.51,0.096,1.1,0.38,0,65,85,46,14,29,7,9,"https://www.trulia.com/c/ca/los-angeles/pacific-place-5211-pacific-concourse-dr-los-angeles-ca-90045--2077389436",3339,1992,1446,533,6,37,602200,1036,60376022001036,"Block 1036","G5040","U",51445,"U","S",3101,0,33.9262619,-118.3701399
"10390 Wilshire Boulevard","Los Angeles","CA","90024","$3,500 - $9,300",NA,"28","Apartment","1,345-3,714","(424) 543-2034","1","1",1,1,3,NA,177,NA,42,NA,1,9,1,5,1,6,82,3,0,12,219,6,41,54,291,57,188,55,34.067032,-118.42846,9,25042,3.14,11.9,40.4,1.53,60,3.4,1300,0.39,0.063,0.26,0.079,0,24,27,21,9,4,3,23,"https://www.trulia.com/c/ca/los-angeles/sterling-international-towers-10390-wilshire-blvd-los-angeles-ca-90024--2077252123",9300,3500,3714,1345,6,37,265700,1000,60372657001000,"Block 1000","G5040","U",51445,"U","S",42522,0,34.0669978,-118.4269246
"810 South Spring Street","Los Angeles","CA","90014","$1,975 - $2,580",NA,"910","Apartment","668-850","(213) 261-0945","Studio","1",1,1,396,2,1773,NA,NA,NA,0,0,0,0,1,5,50,24,4,22,1018,58,291,236,3876,288,305,164,34.042903,-118.2538,9,38683,3.14,12.5,38.2,2.83,91,5.4,4800,0.53,0.14,3.7,0.66,0.73,65,71,58,18,20,3,14,"https://www.trulia.com/c/ca/los-angeles/national-city-tower-lofts-810-s-spring-st-los-angeles-ca-90014--2115491504",2580,1975,850,668,6,37,207301,2017,60372073012017,"Block 2017","G5040","U",51445,"U","S",6205,0,34.0424613,-118.2539491
"1800 North Normandie Avenue","Los Angeles","CA","90027","$2,033 - $2,725",NA,"633","Apartment","610","(323) 649-8543","1","1",1,1,7,NA,165,NA,60,NA,1,6,1,7,1,7,85,9,1,5,280,43,55,46,331,80,183,52,34.103717,-118.30053,9,61163,3.14,12.2,40.1,2.12,62,3.2,3400,0.54,0.22,1.2,0.22,0.18,51,52,49,27,18,4,13,"https://www.trulia.com/c/ca/los-angeles/the-tower-at-hollywood-hills-1800-n-normandie-ave-los-angeles-ca-90027--2000010617",2725,2033,NA,610,6,37,189201,1003,60371892011003,"Block 1003","G5040","U",51445,"U","S",40630,0,34.1035718,-118.2999986
"6245 Wilshire Boulevard","Los Angeles","CA","90048","$3,308 - $11,434",2018,"87","Apartment","545-1,899","(657) 242-2105","0","0",1,1,5,NA,20,NA,12,NA,1,8,1,7,1,6,89,4,0,5,329,13,59,92,771,144,589,180,34.06334,-118.36452,9,47904,3.14,12.2,39.7,1.54,66,3.7,2400,0.63,0.088,0.16,0.092,39,33,40,25,9,5,6,11,"https://www.trulia.com/c/ca/los-angeles/vision-on-wilshire-6245-wilshire-blvd-los-angeles-ca-90048--2077409760",11434,3308,1899,545,6,37,214700,1008,60372147001008,"Block 1008","G5040","U",51445,"U","S",41311,0,34.0637083,-118.3632791
"2033 Beloit Avenue","Los Angeles","CA","90025","",NA,"390","Apartment","450-1,074","(310) 736-2782","0","0",1,1,37,2,578,NA,NA,NA,1,7,1,2,1,6,86,7,2,2,291,15,37,45,404,75,272,194,34.040791,-118.442074,9,41067,3.14,11.8,40.2,2.06,64,3.8,6300,0.29,0.054,0.55,0.088,0,40,49,30,8,8,4,12,"https://www.trulia.com/c/ca/los-angeles/westside-on-beloit-2033-beloit-ave-los-angeles-ca-90025--1037936729",NA,NA,1074,450,6,37,267700,2002,60372677002002,"Block 2002","G5040","U",51445,"U","S",21094,0,34.0405589,-118.4425837
"11950 Idaho Avenue","Los Angeles","CA","90025","$4,060 - $7,935",2008,"529","Apartment","950-1,369","(310) 896-4125","2","2",2,2,37,2,578,NA,NA,NA,1,2,1,2,1,6,86,7,2,2,306,19,51,68,398,85,265,258,34.039584,-118.460066,9,50062,3.14,11.6,40.4,1.83,63,3.5,3300,0.24,0.052,1.4,0.082,0,37,45,28,8,7,5,11,"https://www.trulia.com/c/ca/los-angeles/the-adler-apartments-11950-idaho-ave-los-angeles-ca-90025--2077264800",7935,4060,1369,950,6,37,267502,2000,60372675022000,"Block 2000","G5040","U",51445,"U","S",25862,0,34.0387486,-118.4599994
"333 South Catalina Street","Los Angeles","CA","90020","$1,871 - $2,477",NA,"176","Apartment","725-1,175","(424) 835-7446","1","1",1,1,171,NA,1160,NA,192,NA,0,0,1,5,1,5,76,17,0,5,699,63,150,149,615,81,470,103,34.068024,-118.295434,9,126618,3.14,12.4,39.1,1.88,69,3.5,2000,0.49,0.16,0.39,0.17,0,76,92,59,39,29,6,8,"https://www.trulia.com/c/ca/los-angeles/catalina-gardens-333-s-catalina-st-los-angeles-ca-90020--2115523884",2477,1871,1175,725,6,37,211922,1001,60372119221001,"Block 1001","G5040","U",51445,"U","S",23068,0,34.068127,-118.2960303
"2245 South Beverly Glen Boulevard","Los Angeles","CA","90064","$2,967 - $3,874",NA,"619","Apartment","505-1,250","(424) 282-3111","0","0",1,1,NA,NA,11,NA,7,NA,1,8,2,3,1,6,94,3,0,1,194,5,30,35,382,48,243,89,34.049285,-118.419697,9,27013,3.14,12,40.1,1.7,61,3.6,2100,0.44,0.06,0.25,0.09,1.1,23,29,18,7,4,6,19,"https://www.trulia.com/c/ca/los-angeles/westside-villas-2245-s-beverly-glen-blvd-los-angeles-ca-90064--2115681507",3874,2967,1250,505,6,37,267902,2002,60372679022002,"Block 2002","G5040","U",51445,"U","S",26845,0,34.0491464,-118.4202327
