Address,City,State,Zip_Code,Rent_Per_Month,Year,Days_on_Trulia,Type,Sqft,Phone_Number,Bedroom_min,Bedroom_max,Bathroom_min,Bathroom_max,Assault,Arrest,Theft,Vandalism,Burglary,Crime_Other,Elementary_School_Count,Elementary_School_Avg_Score,Middle_School_Count,Middle_School_Avg_Score,High_School_Count,High_School_Avg_Score,Latitude,Longitude,EPA_Region,Population,Input_area(sq. miles),Particulate_Matter,Ozone,NATA*_Diesel_PM,NATA*_Air_Toxics_Cancer_Risk,NATA*_Respiratory_Hazard_Index,Traffic_Proximity_and_Volume,Lead_Paint_Indicator,Superfund_Proximity,RMP_Proximity,Hazardous_Waste_Proximity,Wastewater_Discharge_Indicator,Demographic_Index%,Minority_Population%,Low_Income_Population%,Linguistically_Isolated_Population%,Population_with_Less_Than_High_School_Education%,Population_under_Age_5%,Population_over_Age_64%,URL
212 E White St,Champaign,IL,"""61820""",$590 - $800,NA,93,Apartment,NA,(947) 333-4403,1,2,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.114462,-88.235640,5,33568,3.14,10.3,39,2.41,46,2.2,320,0.3,0.047,2.1,1.5,0.95,61,42,79,9,7,1,3,https://www.trulia.com/rental/3213970630-212-E-White-St-Champaign-IL-61820
1009 S 2nd St,Champaign,IL,61820,$680,NA,95,Multi-Family Home,NA,(217) 384-0333,2,2,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.105574,-88.237039,5,32346,3.14,10.3,39,2.28,46,2.2,250,0.26,0.046,1.7,1.3,0.87,59,38,81,10,5,1,2,https://www.trulia.com/rental/3218668583-1009-S-2nd-St-Champaign-IL-61820
301 E Clark St,Champaign,IL,"""61820""","$770 - $1,080",NA,104,Apartment,NA,(901) 586-1979,1,2,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.115350,-88.235172,5,34406,3.14,10.3,39,2.39,46,2.2,320,0.3,0.047,2.1,1.5,0.94,62,43,79,9,8,1,3,https://www.trulia.com/rental/3213973379-301-E-Clark-St-Champaign-IL-61820
205 E Green St,Champaign,IL,61820,$540,NA,89,Multi-Family Home,NA,(217) 351-1800,1,1,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.110228,-88.236283,5,33949,3.14,10.3,39,2.36,46,2.2,300,0.3,0.047,2,1.5,0.95,60,39,80,10,6,1,2,https://www.trulia.com/rental/3224035207-205-E-Green-St-Champaign-IL-61820
508 E John St,Champaign,IL,61820,"$2,660",NA,94,Multi-Family Home,"1,088",(217) 359-6108,4,4,2,2,0,2,2,1,3,2,10,5,6,4,2,4,40.109156,-88.231072,5,36971,3.14,10.3,39,2.18,45,2.1,250,0.26,0.047,1.8,1.6,0.97,61,42,82,11,6,1,2,https://www.trulia.com/rental/4030037072-508-E-John-St-Champaign-IL-61820
1406 W John St,Champaign,IL,61821,"$1,050",NA,97,Single-Family Home,NA,(217) 356-8750,3,3,1,1,3,0,5,1,0,0,10,5,6,4,2,5,40.108986,-88.269583,5,13920,3.14,10.3,39.1,1.48,37,1.6,330,0.61,0.044,1.9,0.32,0.085,29,28,31,3,4,7,13,https://www.trulia.com/rental/3094643682-1406-W-John-St-Champaign-IL-61821
3445 Stoneway Ct #C,Champaign,IL,61822,$925,NA,97,Townhome,NA,(217) 356-8750,3,3,2,2,4,2,0,1,2,0,10,4,6,4,2,5,40.130732,-88.302961,5,6346,3.14,10.3,39.3,0.723,30,1.1,380,0.012,0.044,1.6,0.14,0.018,25,28,21,2,2,11,7,https://www.trulia.com/rental/4038088279-3445-Stoneway-Ct-C-Champaign-IL-61822
111 E Chalmers St,Champaign,IL,61820,"$1,580",NA,96,Multi-Family Home,"1,025",(309) 212-6165,4,4,2,2,0,2,2,1,3,2,10,5,6,4,2,4,40.106521,-88.237242,5,31950,3.14,10.3,39,2.34,46,2.2,270,0.28,0.046,1.8,1.4,0.91,59,38,81,10,5,1,2,https://www.trulia.com/rental/4007410216-111-E-Chalmers-St-Champaign-IL-61820
1320 Frederick St,Champaign,IL,61820,$550,NA,95,Multi-Family Home,700,(217) 351-1800,1,1,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.100174,-88.245436,5,22107,3.14,10.4,39.1,2.16,44,2,250,0.36,0.045,1.7,0.83,0.67,50,27,68,4,3,1,3,https://www.trulia.com/rental/4009274145-1320-Frederick-St-Champaign-IL-61820
112 W Ells Ave,Champaign,IL,61820,"$1,350",NA,97,Single-Family Home,NA,(217) 356-8750,4,4,2,2,0,2,2,1,3,2,10,5,6,4,2,4,40.104184,-88.244762,5,26188,3.14,10.4,39.1,2.41,46,2.2,300,0.33,0.046,1.8,0.9,0.82,53,31,72,6,4,1,3,https://www.trulia.com/rental/3160389424-112-W-Ells-Ave-Champaign-IL-61820
501 W Springfield Ave,Champaign,IL,61820,$500,NA,97,Multi-Family Home,NA,(217) 359-3527,1,1,1,1,3,0,5,1,0,0,10,5,6,4,2,4,40.112576,-88.250301,5,26842,3.14,10.3,39.1,2.3,45,2.1,350,0.48,0.046,2,0.8,0.69,48,30,64,5,4,2,5,https://www.trulia.com/rental/4005554165-501-W-Springfield-Ave-Champaign-IL-61820
56 E Healey St #101,Champaign,IL,61820,$615,NA,116,Multi-Family Home,360,(217) 356-8750,1,1,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.111455,-88.239303,5,31392,3.14,10.3,39,2.46,46,2.3,330,0.33,0.046,2,1.2,0.88,58,38,77,8,6,1,3,https://www.trulia.com/rental/3100349230-56-E-Healey-St-101-Champaign-IL-61820
508 S 1st St #201,Champaign,IL,61820,$650,NA,116,Multi-Family Home,600,(217) 356-8750,1,1,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.111856,-88.238688,5,32031,3.14,10.3,39,2.44,46,2.2,320,0.33,0.047,2,1.4,0.93,59,38,78,8,6,1,3,https://www.trulia.com/rental/3167270395-508-S-1st-St-201-Champaign-IL-61820
303 E White St #1,Champaign,IL,61820,$575,NA,116,Multi-Family Home,480,(217) 356-8750,1,1,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.114407,-88.234934,5,34072,3.14,10.3,39,2.39,46,2.2,310,0.3,0.047,2.1,1.6,0.98,61,42,80,9,7,1,3,https://www.trulia.com/rental/3221198422-303-E-White-St-1-Champaign-IL-61820
810 S Oak St #33,Champaign,IL,61820,$900,NA,122,Multi-Family Home,950,(217) 356-8750,2,2,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.108239,-88.241576,5,27894,3.14,10.3,39.1,2.54,47,2.3,330,0.34,0.046,1.9,0.96,0.84,55,34,76,8,5,1,3,https://www.trulia.com/rental/4036952718-810-S-Oak-St-33-Champaign-IL-61820
209 E University Ave #202,Champaign,IL,61820,"$1,100",NA,115,Multi-Family Home,637,(217) 356-8750,1,1,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.116305,-88.235883,5,33909,3.14,10.3,39,2.41,46,2.2,330,0.3,0.047,2.1,1.5,0.93,62,43,79,9,8,1,3,https://www.trulia.com/rental/4037236757-209-E-University-Ave-202-Champaign-IL-61820
512 E Church St #2,Champaign,IL,61820,$595,2009,116,Multi-Family Home,NA,(217) 356-8750,1,1,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.118405,-88.230680,5,33117,3.14,10.3,39,2.47,46,2.2,360,0.23,0.048,2.3,1.7,1,66,49,82,12,8,1,2,https://www.trulia.com/rental/3100348455-512-E-Church-St-2-Champaign-IL-61820
1106 W Church St #4,Champaign,IL,61821,$550,NA,116,Multi-Family Home,NA,(217) 356-8750,1,1,1,1,3,0,5,1,0,0,10,4,6,4,2,4,40.118332,-88.263272,5,14126,3.14,10.3,39.1,1.74,39,1.8,440,0.67,0.046,2.9,0.46,0.16,37,32,41,3,6,6,10,https://www.trulia.com/rental/3190025660-1106-W-Church-St-4-Champaign-IL-61821
209 E University Ave #208,Champaign,IL,61820,"$1,500",NA,115,Multi-Family Home,782,(217) 356-8750,2,2,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.116305,-88.235883,5,33909,3.14,10.3,39,2.41,46,2.2,330,0.3,0.047,2.1,1.5,0.93,62,43,79,9,8,1,3,https://www.trulia.com/rental/4037236759-209-E-University-Ave-208-Champaign-IL-61820
211 E Clark St #13,Champaign,IL,61820,$750,NA,122,Multi-Family Home,700,(217) 356-8750,2,2,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.115351,-88.235883,5,33401,3.14,10.3,39,2.42,46,2.2,320,0.3,0.047,2.1,1.5,0.95,61,43,79,9,7,1,3,https://www.trulia.com/rental/4036932244-211-E-Clark-St-13-Champaign-IL-61820
509 S Elm St #103,Champaign,IL,61820,"$1,350",2016,122,Multi-Family Home,845,(217) 356-8750,2,2,2,2,3,0,5,1,0,0,10,5,6,4,2,4,40.110732,-88.250069,5,27167,3.14,10.3,39.1,2.34,45,2.2,330,0.46,0.046,1.9,0.83,0.71,49,29,65,5,4,2,4,https://www.trulia.com/rental/4036952708-509-S-Elm-St-103-Champaign-IL-61820
105 E John St,Champaign,IL,61820,$645,NA,118,Multi-Family Home,NA,(217) 356-1407,1,1,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.108987,-88.237971,5,32149,3.14,10.3,39,2.41,46,2.2,300,0.3,0.046,1.9,1.4,0.93,59,38,80,9,6,1,2,https://www.trulia.com/rental/4006731324-105-E-John-St-Champaign-IL-61820
407 W Green St #2,Champaign,IL,61820,$600,NA,116,Multi-Family Home,NA,(217) 356-8750,1,1,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.110117,-88.249360,5,28734,3.14,10.3,39.1,2.36,45,2.2,330,0.43,0.046,1.9,0.85,0.74,50,30,66,6,4,2,4,https://www.trulia.com/rental/4003600375-407-W-Green-St-2-Champaign-IL-61820
301 S 4th St,Champaign,IL,61820,"$1,140",NA,117,Multi-Family Home,800,(217) 351-1800,2,2,2,2,0,2,2,1,3,2,10,4,6,4,2,4,40.114134,-88.233557,5,35697,3.14,10.3,39,2.33,46,2.2,290,0.28,0.047,2,1.6,0.96,62,43,81,10,8,1,2,https://www.trulia.com/rental/4005332070-301-S-4th-St-Champaign-IL-61820
901 S 4th St #303,Champaign,IL,61820,"$1,350",NA,118,Multi-Family Home,NA,(217) 356-8750,1,1,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.107653,-88.233536,5,36030,3.14,10.3,39,2.2,45,2.1,250,0.27,0.046,1.8,1.6,0.94,61,40,81,11,6,1,2,https://www.trulia.com/rental/4037089061-901-S-4th-St-303-Champaign-IL-61820
213 W Green St #1B,Champaign,IL,61820,"$1,025",2016,116,Multi-Family Home,554,(217) 356-8750,1,1,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.110146,-88.246561,5,30220,3.14,10.3,39.1,2.49,46,2.3,330,0.39,0.046,1.9,0.91,0.78,53,32,70,7,5,1,4,https://www.trulia.com/rental/3221140518-213-W-Green-St-1B-Champaign-IL-61820
202 E John St #B17,Champaign,IL,61820,$675,NA,116,Multi-Family Home,NA,(217) 356-8750,1,1,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.109052,-88.236674,5,33509,3.14,10.3,39,2.37,46,2.2,300,0.29,0.047,1.9,1.5,0.96,60,39,80,10,6,1,2,https://www.trulia.com/rental/4037195106-202-E-John-St-B17-Champaign-IL-61820
408 E Clark St #1,Champaign,IL,61820,$625,NA,116,Multi-Family Home,520,(217) 356-8750,1,1,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.115423,-88.232562,5,34978,3.14,10.3,39,2.36,46,2.2,310,0.27,0.047,2.1,1.6,0.98,63,44,81,10,8,1,2,https://www.trulia.com/rental/4037195121-408-E-Clark-St-1-Champaign-IL-61820
609 W White St #2,Champaign,IL,61820,$750,NA,122,Multi-Family Home,720,(217) 356-8750,2,2,1,1,3,0,5,1,0,0,10,5,6,4,2,4,40.114351,-88.252731,5,19363,3.14,10.3,39.1,2.23,44,2.1,460,0.55,0.046,2.1,0.7,0.58,44,30,57,4,4,3,6,https://www.trulia.com/rental/3134941316-609-W-White-St-2-Champaign-IL-61820
609 W Church St #30,Champaign,IL,61820,$750,NA,122,Multi-Family Home,NA,(217) 356-8750,2,2,1,1,3,0,5,1,0,0,10,4,6,4,2,4,40.118231,-88.252884,5,16656,3.14,10.3,39.1,2,41,2,500,0.61,0.047,2.4,0.62,0.43,43,35,52,4,6,4,8,https://www.trulia.com/rental/3135951316-609-W-Church-St-30-Champaign-IL-61820
609 W White St #1,Champaign,IL,61820,$600,NA,116,Multi-Family Home,538,(217) 356-8750,1,1,1,1,3,0,5,1,0,0,10,5,6,4,2,4,40.114351,-88.252731,5,19363,3.14,10.3,39.1,2.23,44,2.1,460,0.55,0.046,2.1,0.7,0.58,44,30,57,4,4,3,6,https://www.trulia.com/rental/3100439982-609-W-White-St-1-Champaign-IL-61820
502 E Springfield Ave,Champaign,IL,61820,"$1,590",NA,117,Multi-Family Home,NA,(217) 351-1800,3,3,2,2,0,2,2,1,3,2,10,5,6,4,2,4,40.112702,-88.231851,5,35175,3.14,10.3,39,2.32,46,2.2,270,0.27,0.047,2,1.6,1,62,42,81,10,8,1,2,https://www.trulia.com/rental/3233117357-502-E-Springfield-Ave-Champaign-IL-61820
312 S State St #4,Champaign,IL,61820,$550,NA,116,Multi-Family Home,NA,(217) 356-8750,1,1,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.113342,-88.246788,5,30737,3.14,10.3,39.1,2.47,46,2.2,340,0.41,0.046,2,0.9,0.78,53,33,70,7,5,2,4,https://www.trulia.com/rental/4037195123-312-S-State-St-4-Champaign-IL-61820
314 E White St #301,Champaign,IL,61820,"$1,550",2015,122,Multi-Family Home,745,(217) 356-8750,2,2,2,2,0,2,2,1,3,2,10,4,6,4,2,4,40.114450,-88.233750,5,33919,3.14,10.3,39,2.39,46,2.2,310,0.28,0.047,2.1,1.6,0.99,62,43,81,9,8,1,2,https://www.trulia.com/rental/4036952693-314-E-White-St-301-Champaign-IL-61820
213 W Green St #1A,Champaign,IL,61820,"$1,450",2016,122,Multi-Family Home,906,(217) 356-8750,2,2,2,2,0,2,2,1,3,2,10,5,6,4,2,4,40.110146,-88.246561,5,30220,3.14,10.3,39.1,2.49,46,2.3,330,0.39,0.046,1.9,0.91,0.78,53,32,70,7,5,1,4,https://www.trulia.com/rental/3225110865-213-W-Green-St-1A-Champaign-IL-61820
105 S 4th St #101,Champaign,IL,61820,$700,NA,116,Multi-Family Home,600,(217) 356-8750,1,1,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.115727,-88.233557,5,33939,3.14,10.3,39,2.39,46,2.2,310,0.28,0.047,2.1,1.6,0.99,62,44,80,9,8,1,3,https://www.trulia.com/rental/3193629837-105-S-4th-St-101-Champaign-IL-61820
609 W Church St #32,Champaign,IL,61820,$600,NA,116,Multi-Family Home,NA,(217) 356-8750,1,1,1,1,3,0,5,1,0,0,10,4,6,4,2,4,40.118231,-88.252884,5,16656,3.14,10.3,39.1,2,41,2,500,0.61,0.047,2.4,0.62,0.43,43,35,52,4,6,4,8,https://www.trulia.com/rental/3119152616-609-W-Church-St-32-Champaign-IL-61820
106 E Armory Ave #201,Champaign,IL,61820,"$3,180",2016,132,Multi-Family Home,"1,243",(217) 328-9890,4,4,3,3,0,2,2,1,3,2,10,5,6,4,2,4,40.105403,-88.237935,5,30231,3.14,10.3,39,2.38,46,2.2,270,0.27,0.046,1.8,1.2,0.87,59,36,80,10,5,1,2,https://www.trulia.com/rental/4036417287-106-E-Armory-Ave-201-Champaign-IL-61820
106 E John St,Champaign,IL,"""61820""",$645 - $675,NA,127,Apartment,NA,(217) 352-1335,1,1,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.109043,-88.237971,5,32289,3.14,10.3,39,2.4,46,2.2,300,0.3,0.046,1.9,1.4,0.93,59,38,79,9,6,1,2,https://www.trulia.com/rental/4003398748-106-E-John-St-Champaign-IL-61820
721 South Pr,Champaign,IL,61821,"$1,350",NA,136,Single-Family Home,"1,652",(217) 356-8750,3,3,1,1,3,0,5,1,0,0,10,5,6,4,2,5,40.107296,-88.248478,5,27792,3.14,10.4,39.1,2.3,45,2.1,320,0.41,0.046,1.8,0.83,0.74,49,29,65,5,4,2,4,https://www.trulia.com/rental/3104906898-721-South-Pr-Champaign-IL-61821
501 E University Ave #4A,Champaign,IL,61820,"$2,300",2016,129,Multi-Family Home,"1,040",(217) 356-8750,3,3,2,2,0,2,2,1,3,2,10,4,6,4,2,4,40.116314,-88.231861,5,34676,3.14,10.3,39,2.37,46,2.2,310,0.26,0.047,2.1,1.6,1,63,45,81,10,8,1,2,https://www.trulia.com/rental/4036640400-501-E-University-Ave-4A-Champaign-IL-61820
202 E White St #11,Champaign,IL,61820,"$1,350",NA,129,Multi-Family Home,850,(217) 356-8750,3,3,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.114462,-88.236594,5,32960,3.14,10.3,39,2.43,46,2.2,320,0.31,0.047,2.1,1.5,0.95,61,42,79,9,7,1,3,https://www.trulia.com/rental/4036613630-202-E-White-St-11-Champaign-IL-61820
609 W White St #2,Champaign,IL,61820,$750,NA,122,Multi-Family Home,720,(217) 356-8750,2,2,1,1,3,0,5,1,0,0,10,5,6,4,2,4,40.114351,-88.252731,5,19363,3.14,10.3,39.1,2.23,44,2.1,460,0.55,0.046,2.1,0.7,0.58,44,30,57,4,4,3,6,https://www.trulia.com/rental/3134941316-609-W-White-St-2-Champaign-IL-61820
906 S Oak St #7,Champaign,IL,61820,$900,NA,129,Multi-Family Home,"1,075",(217) 356-8750,3,3,2,2,0,2,2,1,3,2,10,5,6,4,2,4,40.107357,-88.241547,5,27536,3.14,10.3,39.1,2.55,47,2.3,330,0.33,0.046,1.9,0.97,0.85,56,33,76,8,5,1,3,https://www.trulia.com/rental/4036640424-906-S-Oak-St-7-Champaign-IL-61820
706 S Locust St,Champaign,IL,"""61820""",$560 - $740,NA,132,Apartment,NA,(217) 359-6400,1,2,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.109598,-88.240258,5,30136,3.14,10.3,39.1,2.48,47,2.3,310,0.34,0.046,1.9,1.1,0.89,57,36,77,8,6,1,3,https://www.trulia.com/rental/3217694649-706-S-Locust-St-Champaign-IL-61820
106 E Armory Ave #203,Champaign,IL,61820,"$1,650",2016,128,Multi-Family Home,817,(217) 356-8750,2,2,2,2,0,2,2,1,3,2,10,5,6,4,2,4,40.105403,-88.237935,5,30231,3.14,10.3,39,2.38,46,2.2,270,0.27,0.046,1.8,1.2,0.87,59,36,80,10,5,1,2,https://www.trulia.com/rental/3218409995-106-E-Armory-Ave-203-Champaign-IL-61820
308 1/2 E Clark St #1,Champaign,IL,61820,"$3,300",NA,130,Multi-Family Home,NA,(217) 356-8750,4,4,2,2,0,2,2,1,3,2,10,4,6,4,2,4,40.115452,-88.235194,5,34371,3.14,10.3,39,2.39,46,2.2,320,0.3,0.047,2.1,1.5,0.94,62,43,79,9,8,1,3,https://www.trulia.com/rental/4036509777-308-1-2-E-Clark-St-1-Champaign-IL-61820
211 E Clark St #13,Champaign,IL,61820,$750,NA,122,Multi-Family Home,700,(217) 356-8750,2,2,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.115351,-88.235883,5,33401,3.14,10.3,39,2.42,46,2.2,320,0.3,0.047,2.1,1.5,0.95,61,43,79,9,7,1,3,https://www.trulia.com/rental/4036932244-211-E-Clark-St-13-Champaign-IL-61820
210 E White St #9,Champaign,IL,61820,$799,NA,130,Multi-Family Home,"1,020",(217) 356-8750,4,4,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.114462,-88.235883,5,33363,3.14,10.3,39,2.41,46,2.2,320,0.3,0.047,2.1,1.5,0.95,61,42,79,9,7,1,3,https://www.trulia.com/rental/4036509748-210-E-White-St-9-Champaign-IL-61820
906 S Oak St #9,Champaign,IL,61820,"$1,200",NA,130,Multi-Family Home,NA,(217) 356-8750,4,4,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.107357,-88.241547,5,27536,3.14,10.3,39.1,2.55,47,2.3,330,0.33,0.046,1.9,0.97,0.85,56,33,76,8,5,1,3,https://www.trulia.com/rental/4036509781-906-S-Oak-St-9-Champaign-IL-61820
314 E White St #405,Champaign,IL,61820,"$2,300",2015,129,Multi-Family Home,"1,030",(217) 356-8750,3,3,2,2,0,2,2,1,3,2,10,4,6,4,2,4,40.114450,-88.233750,5,33919,3.14,10.3,39,2.39,46,2.2,310,0.28,0.047,2.1,1.6,0.99,62,43,81,9,8,1,2,https://www.trulia.com/rental/4036613661-314-E-White-St-405-Champaign-IL-61820
211 E Clark St #33,Champaign,IL,61820,$900,NA,130,Multi-Family Home,950,(217) 356-8750,4,4,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.115351,-88.235883,5,33401,3.14,10.3,39,2.42,46,2.2,320,0.3,0.047,2.1,1.5,0.95,61,43,79,9,7,1,3,https://www.trulia.com/rental/4036509749-211-E-Clark-St-33-Champaign-IL-61820
105 S 4th St #303,Champaign,IL,61820,$700,NA,128,Multi-Family Home,600,(217) 356-8750,2,2,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.115727,-88.233557,5,33939,3.14,10.3,39,2.39,46,2.2,310,0.28,0.047,2.1,1.6,0.99,62,44,80,9,8,1,3,https://www.trulia.com/rental/4036665895-105-S-4th-St-303-Champaign-IL-61820
202 E White St #13,Champaign,IL,61820,"$1,700",NA,131,Multi-Family Home,"1,150",(217) 356-8750,4,4,2,2,0,2,2,1,3,2,10,4,6,4,2,4,40.114462,-88.236594,5,32960,3.14,10.3,39,2.43,46,2.2,320,0.31,0.047,2.1,1.5,0.95,61,42,79,9,7,1,3,https://www.trulia.com/rental/4028757942-202-E-White-St-13-Champaign-IL-61820
201 W Green St #111,Champaign,IL,61820,"$1,450",2017,128,Multi-Family Home,760,(217) 356-8750,2,2,2,2,0,2,2,1,3,2,10,5,6,4,2,4,40.110125,-88.245217,5,29868,3.14,10.3,39.1,2.5,46,2.3,330,0.38,0.046,1.9,0.92,0.79,53,32,71,7,5,1,3,https://www.trulia.com/rental/4036665894-201-W-Green-St-111-Champaign-IL-61820
106 E Armory Ave #202,Champaign,IL,61820,"$2,400",2016,129,Multi-Family Home,"1,124",(217) 356-8750,3,3,3,3,0,2,2,1,3,2,10,5,6,4,2,4,40.105403,-88.237935,5,30231,3.14,10.3,39,2.38,46,2.2,270,0.27,0.046,1.8,1.2,0.87,59,36,80,10,5,1,2,https://www.trulia.com/rental/4036613665-106-E-Armory-Ave-202-Champaign-IL-61820
901 S 4th St #301,Champaign,IL,61820,"$2,700",NA,129,Multi-Family Home,NA,(217) 356-8750,3,3,2,2,0,2,2,1,3,2,10,5,6,4,2,4,40.107653,-88.233536,5,36030,3.14,10.3,39,2.2,45,2.1,250,0.27,0.046,1.8,1.6,0.94,61,40,81,11,6,1,2,https://www.trulia.com/rental/4036640406-901-S-4th-St-301-Champaign-IL-61820
901 S 4th St #604,Champaign,IL,61820,"$1,850",NA,129,Multi-Family Home,NA,(217) 356-8750,2,2,2,2,0,2,2,1,3,2,10,5,6,4,2,4,40.107653,-88.233536,5,36030,3.14,10.3,39,2.2,45,2.1,250,0.27,0.046,1.8,1.6,0.94,61,40,81,11,6,1,2,https://www.trulia.com/rental/4036640398-901-S-4th-St-604-Champaign-IL-61820
601 S 1st St #204,Champaign,IL,61820,"$3,100",2016,130,Multi-Family Home,"1,330",(217) 356-8750,4,4,4,4,0,2,2,1,3,2,10,4,6,4,2,4,40.111127,-88.238760,5,31420,3.14,10.3,39,2.45,46,2.2,320,0.32,0.047,2,1.4,0.94,59,38,78,9,6,1,2,https://www.trulia.com/rental/3217290641-601-S-1st-St-204-Champaign-IL-61820
210 E White St #11,Champaign,IL,61820,$799,NA,129,Multi-Family Home,"1,020",(217) 356-8750,3,3,1,1,0,2,2,1,3,2,10,4,6,4,2,4,40.114462,-88.235883,5,33363,3.14,10.3,39,2.41,46,2.2,320,0.3,0.047,2.1,1.5,0.95,61,42,79,9,7,1,3,https://www.trulia.com/rental/4036613667-210-E-White-St-11-Champaign-IL-61820
209 E University Ave #219,Champaign,IL,61820,"$2,900",NA,130,Multi-Family Home,"1,294",(217) 356-8750,4,4,2,2,0,2,2,1,3,2,10,4,6,4,2,4,40.116305,-88.235883,5,33909,3.14,10.3,39,2.41,46,2.2,330,0.3,0.047,2.1,1.5,0.93,62,43,79,9,8,1,3,https://www.trulia.com/rental/4036509760-209-E-University-Ave-219-Champaign-IL-61820
302 W Stanage Ave,Champaign,IL,61820,"$1,200",NA,136,Single-Family Home,"1,220",(217) 356-8750,3,3,2,2,0,2,2,1,3,2,10,5,6,4,2,4,40.104974,-88.246994,5,26385,3.14,10.4,39.1,2.34,45,2.2,290,0.36,0.046,1.8,0.86,0.78,51,29,68,6,3,2,4,https://www.trulia.com/rental/3098078212-302-W-Stanage-Ave-Champaign-IL-61820
108 E John St,Champaign,IL,"""61820""",$645 - $675,NA,127,Apartment,NA,(217) 352-1335,1,1,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.109043,-88.237733,5,32112,3.14,10.3,39,2.41,46,2.2,300,0.3,0.046,1.9,1.4,0.93,59,38,80,9,6,1,2,https://www.trulia.com/rental/4007323887-108-E-John-St-Champaign-IL-61820
810 S Oak St #31,Champaign,IL,61820,"$1,000",NA,129,Multi-Family Home,800,(217) 356-8750,3,3,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.108239,-88.241576,5,27894,3.14,10.3,39.1,2.54,47,2.3,330,0.34,0.046,1.9,0.96,0.84,55,34,76,8,5,1,3,https://www.trulia.com/rental/3168613170-810-S-Oak-St-31-Champaign-IL-61820
609 W Church St #31,Champaign,IL,61820,$775,NA,129,Multi-Family Home,NA,(217) 356-8750,3,3,2,2,3,0,5,1,0,0,10,4,6,4,2,4,40.118231,-88.252884,5,16656,3.14,10.3,39.1,2,41,2,500,0.61,0.047,2.4,0.62,0.43,43,35,52,4,6,4,8,https://www.trulia.com/rental/3097612430-609-W-Church-St-31-Champaign-IL-61820
113 W Stanage Ave #1,Champaign,IL,61820,"$1,425",NA,130,Multi-Family Home,"1,601",(217) 840-0388,4,4,2,2,0,2,2,1,3,2,10,5,6,4,2,4,40.104932,-88.244842,5,26871,3.14,10.4,39.1,2.42,46,2.2,300,0.33,0.046,1.8,0.9,0.81,53,31,71,6,4,1,3,https://www.trulia.com/rental/4011092658-113-W-Stanage-Ave-1-Champaign-IL-61820
810 S Oak St #32,Champaign,IL,61820,"$1,300",NA,130,Multi-Family Home,950,(217) 356-8750,4,4,1,1,0,2,2,1,3,2,10,5,6,4,2,4,40.108239,-88.241576,5,27894,3.14,10.3,39.1,2.54,47,2.3,330,0.34,0.046,1.9,0.96,0.84,55,34,76,8,5,1,3,https://www.trulia.com/rental/4036509784-810-S-Oak-St-32-Champaign-IL-61820
607 S 1st St,Champaign,IL,61820,"$1,885",NA,144,Single-Family Home,NA,(517) 649-5297,3,3,2,2,0,2,2,1,3,2,10,4,6,4,2,4,40.110632,-88.238757,5,31019,3.14,10.3,39,2.46,46,2.3,330,0.32,0.046,2,1.3,0.92,58,38,78,9,6,1,2,https://www.trulia.com/rental/4003638440-607-S-1st-St-Champaign-IL-61820
2101 Melrose Dr #C,Champaign,IL,61820,"$1,140",NA,177,Multi-Family Home,"1,100",(217) 239-4300,3,3,2,2,3,0,5,1,0,0,10,5,6,4,2,4,40.085049,-88.254655,5,7693,3.14,10.4,39.1,0.705,33,1.2,98,0.13,0.04,0.63,0.24,0.033,17,18,16,3,2,6,22,https://www.trulia.com/rental/3194939312-2101-Melrose-Dr-C-Champaign-IL-61820
