Address,City,State,Zip_Code,Rent_Per_Month,Year,Days_on_Trulia,Type,Sqft,Phone_Number,Bedroom_min,Bedroom_max,Bathroom_min,Bathroom_max,Assault,Arrest,Theft,Vandalism,Burglary,Crime_Other,Elementary_School_Count,Elementary_School_Avg_Score,Middle_School_Count,Middle_School_Avg_Score,High_School_Count,High_School_Avg_Score,Latitude,Longitude,EPA_Region,Population,Input_area(sq. miles),Particulate_Matter,Ozone,NATA*_Diesel_PM,NATA*_Air_Toxics_Cancer_Risk,NATA*_Respiratory_Hazard_Index,Traffic_Proximity_and_Volume,Lead_Paint_Indicator,Superfund_Proximity,RMP_Proximity,Hazardous_Waste_Proximity,Wastewater_Discharge_Indicator,Demographic_Index%,Minority_Population%,Low_Income_Population%,Linguistically_Isolated_Population%,Population_with_Less_Than_High_School_Education%,Population_under_Age_5%,Population_over_Age_64%,URL
709 W Church St #7,Champaign,IL,61820,$625,NA,111,Multi-Family Home,522,(217) 356-8750,1,1,1,1,4,1,3,1,0,1,10,4,6,4,2,4,40.118226,-88.255601,5,14214,3.14,10.3,39.1,1.8,40,1.8,490,0.68,0.046,2.5,0.54,0.25,38,31,44,3,5,5,9,https://trulia.com/c/il//champaign/709-w-church-st-7-champaign-il-61820--2171845182
2408 Hampshire Dr #11,Champaign,IL,61820,$680,2002,180+,Multi-Family Home,600,(217) 359-0248,1,1,1,1,2,1,4,0,0,2,10,4,6,4,2,4,40.145659,-88.244582,5,5272,3.14,10.3,39,1.37,36,2,330,0.16,0.054,2.2,0.53,0.093,61,73,49,17,11,9,8,https://trulia.com/c/il//champaign/2408-hampshire-dr-11-champaign-il-61820--2059005352
314 E White St #405,Champaign,IL,61820,"$2,300",2015,139,Multi-Family Home,"1,030",(217) 356-8750,3,3,2,2,2,0,1,1,0,3,10,4,6,4,2,4,40.114450,-88.233750,5,33919,3.14,10.3,39,2.39,46,2.2,310,0.28,0.047,2.1,1.6,0.99,62,43,81,9,8,1,2,https://trulia.com/c/il//champaign/314-e-white-st-405-champaign-il-61820--2337849188
111 E Chalmers St,Champaign,IL,61820,"$1,580",NA,106,Multi-Family Home,"1,025",(309) 212-6165,4,4,2,2,4,1,2,2,0,1,10,5,6,4,2,4,40.106521,-88.237242,5,31950,3.14,10.3,39,2.34,46,2.2,270,0.28,0.046,1.8,1.4,0.91,59,38,81,10,5,1,2,https://trulia.com/c/il//champaign/111-e-chalmers-st-champaign-il-61820--1024599046
312 S State St #1,Champaign,IL,61820,$500,NA,125,Multi-Family Home,NA,(217) 356-8750,NA,NA,1,1,4,1,2,2,0,1,10,4,6,4,2,4,40.113342,-88.246788,5,30737,3.14,10.3,39.1,2.47,46,2.2,340,0.41,0.046,2,0.9,0.78,53,33,70,7,5,2,4,https://trulia.com/c/il//champaign/312-s-state-st-1-champaign-il-61820--2172653823
601 S 1st St #203,Champaign,IL,61820,$900,2016,125,Multi-Family Home,430,(217) 356-8750,NA,NA,1,1,4,1,2,2,0,1,10,4,6,4,2,4,40.111127,-88.238760,5,31420,3.14,10.3,39,2.45,46,2.2,320,0.32,0.047,2,1.4,0.94,59,38,78,9,6,1,2,https://trulia.com/c/il//champaign/601-s-1st-st-203-champaign-il-61820--2171838374
306 S 4th St,Champaign,IL,61820,"$2,250",1909,151,Single-Family Home,896,(217) 356-1407,5,5,2,2,2,0,1,1,0,3,10,4,6,4,2,4,40.113819,-88.233487,5,35203,3.14,10.3,39,2.34,46,2.2,290,0.28,0.047,2,1.6,0.98,62,42,81,10,7,1,2,https://trulia.com/c/il//champaign/306-s-4th-st-champaign-il-61820--2105190709
715 S Randolph St #20,Champaign,IL,61820,$699,NA,180+,Multi-Family Home,950,(217) 377-8850,3,3,1,1,4,1,2,2,0,1,10,5,6,4,2,4,40.108274,-88.245186,5,29479,3.14,10.3,39.1,2.49,46,2.3,330,0.37,0.046,1.9,0.92,0.79,53,32,71,7,5,1,3,https://trulia.com/c/il//champaign/715-s-randolph-st-20-champaign-il-61820--2183389381
2019 Cynthia Dr #E202,Champaign,IL,61821,$595,NA,180+,Multi-Family Home,825,(217) 378-4683,2,2,1,1,4,1,4,0,0,0,10,4,6,4,2,5,40.137337,-88.274946,5,5748,3.14,10.3,39.1,1.57,36,1.8,500,0.32,0.049,4.3,0.32,0.083,63,63,63,9,15,7,10,https://trulia.com/c/il//champaign/2019-cynthia-dr-e202-champaign-il-61821--2295802854
106 E Daniel St,Champaign,IL,61820,"$1,440",NA,106,Multi-Family Home,"1,100",(309) 212-6165,4,4,2,2,4,1,2,2,0,1,10,5,6,4,2,4,40.107973,-88.238092,5,31649,3.14,10.3,39,2.4,46,2.2,300,0.3,0.046,1.9,1.3,0.92,59,37,79,9,5,1,2,https://trulia.com/c/il//champaign/106-e-daniel-st-champaign-il-61820--1024794958
1320 Frederick St,Champaign,IL,61820,$575,NA,105,Multi-Family Home,700,(217) 351-1800,1,1,1,1,4,1,2,2,0,1,10,5,6,4,2,4,40.100174,-88.245436,5,22107,3.14,10.4,39.1,2.16,44,2,250,0.36,0.045,1.7,0.83,0.67,50,27,68,4,3,1,3,https://trulia.com/c/il//champaign/1320-frederick-st-champaign-il-61820--2059003404
107 E Daniel St #303,Champaign,IL,61820,"$1,775",NA,160,Multi-Family Home,NA,(217) 384-5555,4,4,2,2,4,1,2,2,0,1,10,5,6,4,2,4,40.107920,-88.237723,5,31719,3.14,10.3,39,2.4,46,2.2,300,0.3,0.046,1.9,1.4,0.93,59,37,80,9,6,1,2,https://trulia.com/c/il//champaign/107-e-daniel-st-303-champaign-il-61820--2172990887
310 E White St,Champaign,IL,61820,$495,NA,127,Multi-Family Home,375,(309) 212-6165,NA,NA,1,1,2,0,1,1,0,3,10,4,6,4,2,4,40.114450,-88.234222,5,34076,3.14,10.3,39,2.39,46,2.2,310,0.29,0.047,2.1,1.6,0.98,62,43,80,9,8,1,2,https://trulia.com/c/il//champaign/310-e-white-st-champaign-il-61820--1025192835
1009 S 2nd St,Champaign,IL,61820,$680,NA,106,Multi-Family Home,NA,(217) 384-0333,2,2,1,1,4,1,2,2,0,1,10,5,6,4,2,4,40.105574,-88.237039,5,32346,3.14,10.3,39,2.28,46,2.2,250,0.26,0.046,1.7,1.3,0.87,59,38,81,10,5,1,2,https://trulia.com/c/il//champaign/1009-s-2nd-st-champaign-il-61820--1049741693
208 W Washington St,Champaign,IL,61820,"$1,895",NA,113,Single-Family Home,NA,(217) 384-5555,4,4,2,2,2,2,2,0,0,3,10,4,6,4,2,4,40.120237,-88.246134,5,21892,3.14,10.3,39.1,2.57,46,2.3,510,0.42,0.047,2.2,0.89,0.82,56,43,69,8,7,3,5,https://trulia.com/c/il//champaign/208-w-washington-st-champaign-il-61820--1002303737
301 S 4th St,Champaign,IL,61820,"$1,140",NA,127,Multi-Family Home,800,(217) 351-1800,2,2,2,2,2,0,1,1,0,3,10,4,6,4,2,4,40.114134,-88.233557,5,35697,3.14,10.3,39,2.33,46,2.2,290,0.28,0.047,2,1.6,0.96,62,43,81,10,8,1,2,https://trulia.com/c/il//champaign/301-s-4th-st-champaign-il-61820--2105190567
57 E Healey St,Champaign,IL,61820,$445,NA,180+,Multi-Family Home,NA,(217) 356-1407,NA,NA,1,1,4,1,2,2,0,1,10,4,6,4,2,4,40.111400,-88.239362,5,31365,3.14,10.3,39,2.46,46,2.3,330,0.33,0.046,2,1.2,0.88,58,38,77,8,6,1,3,https://trulia.com/c/il//champaign/57-e-healey-st-champaign-il-61820--2105191994
407 W Green St #2,Champaign,IL,61820,$600,NA,126,Multi-Family Home,NA,(217) 356-8750,1,1,1,1,4,1,3,1,0,1,10,5,6,4,2,4,40.110117,-88.249360,5,28734,3.14,10.3,39.1,2.36,45,2.2,330,0.43,0.046,1.9,0.85,0.74,50,30,66,6,4,2,4,https://trulia.com/c/il//champaign/407-w-green-st-2-champaign-il-61820--2284236730
105 E John St,Champaign,IL,61820,$645,NA,128,Multi-Family Home,NA,(217) 356-1407,1,1,1,1,4,1,2,2,0,1,10,5,6,4,2,4,40.108987,-88.237971,5,32149,3.14,10.3,39,2.41,46,2.2,300,0.3,0.046,1.9,1.4,0.93,59,38,80,9,6,1,2,https://trulia.com/c/il//champaign/105-e-john-st-champaign-il-61820--2105189119
502 E Springfield Ave,Champaign,IL,61820,"$1,575",NA,127,Multi-Family Home,"1,100",(217) 351-1800,3,3,2,2,2,0,1,1,0,3,10,5,6,4,2,4,40.112702,-88.231851,5,35175,3.14,10.3,39,2.32,46,2.2,270,0.27,0.047,2,1.6,1,62,42,81,10,8,1,2,https://trulia.com/c/il//champaign/502-e-springfield-ave-champaign-il-61820--1001564486
201 E Healey St,Champaign,IL,61820,"$1,600",NA,154,Multi-Family Home,814,(217) 359-6108,3,3,2,2,4,1,2,2,0,1,10,5,6,4,2,4,40.111418,-88.236810,5,34007,3.14,10.3,39,2.37,46,2.2,300,0.3,0.047,2,1.5,0.94,60,40,79,9,6,1,2,https://trulia.com/c/il//champaign/201-e-healey-st-champaign-il-61820--1002296886
3208 Saratoga Dr,Champaign,IL,61821,"$1,200",NA,17,Single-Family Home,NA,(217) 390-1019,3,3,1,1,1,3,2,1,0,3,10,4,6,4,2,5,40.109731,-88.299801,5,9574,3.14,10.3,39.2,1.17,33,1.4,340,0.17,0.042,1.3,0.16,0.031,39,40,38,3,4,8,11,https://trulia.com/c/il//champaign/3208-saratoga-dr-champaign-il-61821--2059020800
310 E Chalmers St,Champaign,IL,61820,$620,NA,1,Multi-Family Home,NA,(224) 242-5015,1,1,1,1,2,0,1,1,0,3,10,5,6,4,2,4,40.106599,-88.234321,5,35093,3.14,10.3,39,2.22,45,2.1,250,0.26,0.046,1.8,1.6,0.94,61,40,82,11,5,1,2,https://trulia.com/c/il//champaign/310-e-chalmers-st-champaign-il-61820--2105190828
212 W Healey St,Champaign,IL,61820,$950,NA,18,Multi-Family Home,NA,Phone not provided,2,2,1,1,4,1,2,2,0,1,10,4,6,4,2,4,40.111666,-88.245851,5,30503,3.14,10.3,39.1,2.49,46,2.3,330,0.4,0.046,1.9,0.91,0.79,53,33,71,7,5,1,4,https://trulia.com/c/il//champaign/212-w-healey-st-champaign-il-61820--2105190425
208 E White St #10,Champaign,IL,61820,$995,NA,133,Multi-Family Home,900,(217) 356-8750,2,2,1,1,2,0,1,1,0,3,10,4,6,4,2,4,40.114462,-88.236122,5,33405,3.14,10.3,39,2.41,46,2.2,320,0.3,0.047,2.1,1.5,0.95,61,42,79,9,7,1,3,https://trulia.com/c/il//champaign/208-e-white-st-10-champaign-il-61820--2338063244
511 Castleton Dr,Champaign,IL,61821,$950,NA,27,Single-Family Home,"1,189",(217) 418-2642,4,4,1,1,0,2,2,0,0,3,10,4,6,4,2,5,40.111664,-88.300996,5,9619,3.14,10.3,39.3,1.13,33,1.3,370,0.16,0.042,1.3,0.16,0.03,38,39,37,3,4,9,10,https://trulia.com/c/il//champaign/511-castleton-dr-champaign-il-61821--2059021031
920 Meijer Dr #2,Champaign,IL,61822,"$1,000",2017,1,Multi-Family Home,NA,(217) 356-8750,NA,NA,NA,NA,2,1,3,0,0,0,10,4,6,4,2,4,40.146571,-88.260303,5,6127,3.14,10.3,39,1.23,36,2,210,0.13,0.053,2.3,0.38,0.044,57,66,47,13,9,8,9,https://trulia.com/c/il//champaign/920-meijer-dr-2-champaign-il-61822--2346632958
1609 Valley Rd #A1,Champaign,IL,61820,$700,1968,22,Multi-Family Home,750,(217) 356-4012,2,2,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.097929,-88.249565,5,16318,3.14,10.4,39.1,1.59,40,1.7,230,0.4,0.044,1.5,0.65,0.33,40,23,53,2,3,2,5,https://trulia.com/c/il//champaign/1609-valley-rd-a1-champaign-il-61820--2345774599
1601 Valley Rd #B3,Champaign,IL,61820,$725,1968,22,Multi-Family Home,750,(217) 356-4012,2,2,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.098009,-88.249625,5,16318,3.14,10.4,39.1,1.59,40,1.7,230,0.4,0.044,1.5,0.65,0.33,40,23,53,2,3,2,5,https://trulia.com/c/il//champaign/1601-valley-rd-b3-champaign-il-61820--2345774595
506 W Healey St #5,Champaign,IL,61820,$750,NA,71,Multi-Family Home,NA,(217) 356-8750,2,2,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.111706,-88.250773,5,26181,3.14,10.3,39.1,2.29,45,2.1,350,0.47,0.046,1.9,0.8,0.69,48,29,63,5,4,2,5,https://trulia.com/c/il//champaign/506-w-healey-st-5-champaign-il-61820--2344254888
501 E White St,Champaign,IL,61820,"$1,500",1900,66,Single-Family Home,"2,350",(217) 778-2712,6,6,2,2,1,0,1,1,0,1,10,4,6,4,2,4,40.114396,-88.231851,5,36522,3.14,10.3,39,2.31,45,2.2,290,0.26,0.047,2.1,1.6,0.98,63,44,81,11,8,1,2,https://trulia.com/c/il//champaign/501-e-white-st-champaign-il-61820--2105191521
2408 Chiswick Dr #3,Champaign,IL,61820,$660,NA,180+,Multi-Family Home,600,(217) 359-0248,1,1,1,1,1,1,2,0,0,2,10,4,6,4,2,4,40.145233,-88.247953,5,5551,3.14,10.3,39,1.3,36,2,210,0.15,0.053,2.2,0.47,0.076,58,69,47,13,10,8,8,https://trulia.com/c/il//champaign/2408-chiswick-dr-3-champaign-il-61820--2059005351
406 Avondale Ave,Champaign,IL,61820,"$1,200",NA,8,Single-Family Home,NA,(217) 390-1019,3,3,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.103293,-88.249064,5,23332,3.14,10.4,39.1,2.1,43,2,280,0.41,0.045,1.7,0.79,0.63,46,25,62,4,3,2,4,https://trulia.com/c/il//champaign/406-avondale-ave-champaign-il-61820--2059007504
2707 Bonnymeade,Champaign,IL,61822,$850,NA,26,Single-Family Home,NA,(217) 418-2642,3,3,1,1,0,2,2,0,0,3,10,4,6,4,2,5,40.076380,-88.261485,5,5902,3.14,10.4,39.2,0.64,32,1.2,140,0.06,0.039,0.4,0.2,0.0099,16,18,14,3,3,5,25,https://trulia.com/c/il//champaign/2707-bonnymeade-champaign-il-61822--2345667387
1406 Lincolnshire Dr,Champaign,IL,61821,$975,NA,16,Townhome,"1,550",(217) 239-4300,4,4,1,1,3,1,1,1,0,1,10,4,6,4,2,4,40.097301,-88.269896,5,13114,3.14,10.3,39.2,0.96,35,1.4,59,0.37,0.042,1,0.23,0.035,21,22,19,2,3,7,17,https://trulia.com/c/il//champaign/1406-lincolnshire-dr-champaign-il-61821--2059016381
1903 Karen Ct #2,Champaign,IL,61822,$850,2015,180+,Townhome,"1,150",(217) 418-2642,2,2,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.083176,-88.278961,5,9875,3.14,10.3,39.2,0.719,33,1.2,59,0.1,0.039,0.54,0.17,0.0047,18,20,15,3,3,5,17,https://trulia.com/c/il//champaign/1903-karen-ct-2-champaign-il-61822--2329566308
2401 Carisbrooke Dr #9,Champaign,IL,61820,$825,NA,180+,Multi-Family Home,"1,000",(217) 359-0248,2,2,1,1,1,1,2,0,0,2,10,4,6,4,2,4,40.145202,-88.245656,5,5304,3.14,10.3,39,1.37,36,2,330,0.17,0.054,2.2,0.53,0.094,61,73,49,17,11,9,8,https://trulia.com/c/il//champaign/2401-carisbrooke-dr-9-champaign-il-61820--2173060101
2701 Arden Dr,Champaign,IL,61821,"$1,000",NA,64,Single-Family Home,NA,(217) 384-8001,3,3,1,1,3,1,1,0,0,2,10,5,6,4,2,5,40.096949,-88.291174,5,12537,3.14,10.3,39.2,1.06,34,1.4,130,0.18,0.041,0.88,0.17,0.018,27,30,25,3,4,6,16,https://trulia.com/c/il//champaign/2701-arden-dr-champaign-il-61821--2059020326
1650 Valley Rd,Champaign,IL,61820,$900,1968,77,Multi-Family Home,"1,000",(217) 356-4012,2,2,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.097504,-88.249313,5,15855,3.14,10.4,39.1,1.59,40,1.7,220,0.38,0.044,1.5,0.65,0.33,40,23,53,2,2,2,5,https://trulia.com/c/il//champaign/1650-valley-rd-champaign-il-61820--2343926772
2006 Parkdale Dr,Champaign,IL,61821,"$1,015",NA,26,Single-Family Home,975,(217) 239-4300,3,3,1,1,3,1,1,0,0,2,10,4,6,4,2,5,40.097524,-88.280632,5,13763,3.14,10.3,39.2,0.994,35,1.4,48,0.26,0.041,0.97,0.19,0.018,27,30,24,3,4,7,16,https://trulia.com/c/il//champaign/2006-parkdale-dr-champaign-il-61821--2059018611
1701 Valley Rd #B,Champaign,IL,61820,$825,1968,35,Multi-Family Home,860,(217) 356-4012,2,2,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.096914,-88.249403,5,14735,3.14,10.4,39.1,1.47,39,1.7,220,0.39,0.044,1.4,0.63,0.27,39,23,50,2,2,3,6,https://trulia.com/c/il//champaign/1701-valley-rd-b-champaign-il-61820--2345369965
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.084605,-88.262531,5,9548,3.14,10.4,39.2,0.711,33,1.2,82,0.12,0.04,0.61,0.21,0.021,18,18,17,2,3,5,21,https://trulia.com/c/il//champaign/address-not-disclosed-champaign-il-61821--2059019606
2406 Chiswick Dr #13,Champaign,IL,61820,$810,2003,180+,Multi-Family Home,997,(217) 359-0248,2,2,1,1,1,1,2,0,0,2,10,4,6,4,2,4,40.145215,-88.247953,5,5551,3.14,10.3,39,1.3,36,2,210,0.15,0.053,2.2,0.47,0.076,58,69,47,13,10,8,8,https://trulia.com/c/il//champaign/2406-chiswick-dr-13-champaign-il-61820--2175452044
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.111178,-88.303492,5,8691,3.14,10.3,39.3,1.14,33,1.3,380,0.17,0.042,1.3,0.16,0.03,38,39,37,3,4,8,10,https://trulia.com/c/il//champaign/3317-kimberly-dr-champaign-il-61821--2059020902
1922 Barberry Cir,Champaign,IL,61821,"$1,600",NA,1,Single-Family Home,"1,900",(217) 369-7773,3,3,2,2,3,1,1,1,0,1,10,5,6,4,2,5,40.090376,-88.277618,5,12126,3.14,10.3,39.2,0.836,34,1.3,31,0.2,0.04,0.76,0.19,0.012,20,22,18,2,3,6,17,https://trulia.com/c/il//champaign/1922-barberry-cir-champaign-il-61821--2059018463
1703 Valley Rd #B,Champaign,IL,61820,$825,1968,22,Multi-Family Home,860,(217) 356-4012,2,2,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.096891,-88.249403,5,14317,3.14,10.4,39.1,1.44,38,1.6,220,0.39,0.044,1.4,0.62,0.27,38,23,49,2,2,3,6,https://trulia.com/c/il//champaign/1703-valley-rd-b-champaign-il-61820--2345774596
1506 Winston Dr,Champaign,IL,61821,"$1,300",1960,8,Single-Family Home,"1,536",(217) 637-5126,5,5,1,1,2,1,3,0,0,0,10,4,6,4,2,5,40.131556,-88.274658,5,8164,3.14,10.3,39.1,1.53,36,1.7,460,0.34,0.048,3.9,0.32,0.084,54,52,56,7,12,7,10,https://trulia.com/c/il//champaign/1506-winston-dr-champaign-il-61821--2059016796
11 E Columbia Ave #507,Champaign,IL,61820,"$1,363",NA,<1,Multi-Family Home,874,(217) 352-3498,2,2,2,2,2,1,1,0,0,2,10,4,6,4,2,4,40.121056,-88.242804,5,22791,3.14,10.3,39,2.63,46,2.3,500,0.38,0.048,2.2,0.96,0.89,60,46,73,9,9,3,5,https://trulia.com/c/il//champaign/11-e-columbia-ave-507-champaign-il-61820--2346752689
1609 Valley Rd #D1,Champaign,IL,61820,$775,1968,22,Multi-Family Home,750,(217) 356-4012,2,2,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.097929,-88.249565,5,16318,3.14,10.4,39.1,1.59,40,1.7,230,0.4,0.044,1.5,0.65,0.33,40,23,53,2,3,2,5,https://trulia.com/c/il//champaign/1609-valley-rd-d1-champaign-il-61820--2059003885
808 W Daniel St,Champaign,IL,61820,"$1,500",1950,15,Single-Family Home,"1,550",(217) 359-7971,3,3,2,2,3,1,1,1,0,1,10,5,6,4,2,4,40.108153,-88.256700,5,16000,3.14,10.4,39.1,1.76,41,1.9,410,0.61,0.045,1.9,0.54,0.28,33,22,42,2,3,4,9,https://trulia.com/c/il//champaign/808-w-daniel-st-champaign-il-61820--2105193142
204 S 5th St #302,Champaign,IL,61820,"$1,550",2015,133,Multi-Family Home,740,(217) 356-8750,2,2,2,2,1,0,1,1,0,1,10,4,6,4,2,4,40.114980,-88.232055,5,36607,3.14,10.3,39,2.31,45,2.2,290,0.27,0.047,2.1,1.6,0.97,63,44,81,10,8,1,2,https://trulia.com/c/il//champaign/204-s-5th-st-302-champaign-il-61820--2338063242
1815 Valley Rd #D,Champaign,IL,61820,$775,1968,85,Multi-Family Home,860,(217) 356-4012,2,2,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.095591,-88.249395,5,13202,3.14,10.4,39.1,1.31,38,1.6,210,0.37,0.044,1.3,0.58,0.23,36,22,44,2,2,3,7,https://trulia.com/c/il//champaign/1815-valley-rd-d-champaign-il-61820--2343748430
709 S State St,Champaign,IL,61820,"$1,400",NA,145,Single-Family Home,"2,150",(217) 356-8750,5,5,2,2,3,1,2,0,0,1,10,5,6,4,2,4,40.108247,-88.246800,5,29624,3.14,10.3,39.1,2.46,46,2.2,330,0.38,0.046,1.9,0.9,0.78,52,31,70,7,5,2,4,https://trulia.com/c/il//champaign/709-s-state-st-champaign-il-61820--1002200946
510 S Staley Rd #J,Champaign,IL,61822,"$1,200",NA,14,Multi-Family Home,"3,000",(217) 356-8750,NA,NA,NA,NA,0,2,2,0,0,3,10,4,6,4,2,5,40.111119,-88.314467,5,4251,3.14,10.3,39.3,0.87,30,1.2,430,0.068,0.041,0.94,0.14,0.024,26,26,26,1,3,7,11,https://trulia.com/c/il//champaign/510-s-staley-rd-j-champaign-il-61822--2346211270
202 E White St #38,Champaign,IL,61820,$950,NA,133,Multi-Family Home,840,(217) 356-8750,2,2,1,1,3,1,2,0,0,1,10,4,6,4,2,4,40.114462,-88.236594,5,32960,3.14,10.3,39,2.43,46,2.2,320,0.31,0.047,2.1,1.5,0.95,61,42,79,9,7,1,3,https://trulia.com/c/il//champaign/202-e-white-st-38-champaign-il-61820--2338063232
208 E White St #5,Champaign,IL,61820,$899,NA,140,Multi-Family Home,900,(217) 356-8750,4,4,1,1,1,0,1,1,0,1,10,4,6,4,2,4,40.114462,-88.236122,5,33405,3.14,10.3,39,2.41,46,2.2,320,0.3,0.047,2.1,1.5,0.95,61,42,79,9,7,1,3,https://trulia.com/c/il//champaign/208-e-white-st-5-champaign-il-61820--2288902660
201 W Green St #101,Champaign,IL,61820,"$1,050",2017,126,Multi-Family Home,543,(217) 356-8750,1,1,1,1,3,1,2,0,0,1,10,5,6,4,2,4,40.110125,-88.245217,5,29868,3.14,10.3,39.1,2.5,46,2.3,330,0.38,0.046,1.9,0.92,0.79,53,32,71,7,5,1,3,https://trulia.com/c/il//champaign/201-w-green-st-101-champaign-il-61820--2284226296
407 S State St #16,Champaign,IL,61820,$775,NA,107,Multi-Family Home,NA,(217) 356-8750,2,2,1,1,3,1,2,0,0,1,10,4,6,4,2,4,40.111866,-88.246839,5,30847,3.14,10.3,39.1,2.48,46,2.3,330,0.41,0.046,1.9,0.91,0.78,53,33,70,7,5,1,4,https://trulia.com/c/il//champaign/407-s-state-st-16-champaign-il-61820--2183174203
505 S 1st St #202,Champaign,IL,61820,"$2,800",2016,140,Multi-Family Home,"1,370",(217) 356-8750,4,4,2,2,3,1,2,0,0,1,10,4,6,4,2,4,40.111867,-88.238756,5,31742,3.14,10.3,39,2.45,46,2.2,330,0.33,0.047,2,1.3,0.9,58,38,77,8,6,1,3,https://trulia.com/c/il//champaign/505-s-1st-st-202-champaign-il-61820--2337717296
505 S 1st St #205,Champaign,IL,61820,"$1,500",2016,132,Multi-Family Home,845,(217) 356-8750,2,2,1,1,3,1,2,0,0,1,10,4,6,4,2,4,40.111867,-88.238756,5,31742,3.14,10.3,39,2.45,46,2.2,330,0.33,0.047,2,1.3,0.9,58,38,77,8,6,1,3,https://trulia.com/c/il//champaign/505-s-1st-st-205-champaign-il-61820--2338082411
2005 Clover Ln,Champaign,IL,61821,"$1,590",NA,180+,Single-Family Home,"2,052",(217) 840-0388,4,4,2,2,3,1,1,1,0,1,10,5,6,4,2,5,40.090535,-88.279673,5,11848,3.14,10.3,39.2,0.864,34,1.3,30,0.2,0.04,0.77,0.18,0.011,22,24,20,2,3,6,17,https://trulia.com/c/il//champaign/2005-clover-ln-champaign-il-61821--1012753251
210 E Park St,Champaign,IL,61820,"$1,920",NA,92,Single-Family Home,"2,000",(217) 239-4300,4,4,3,3,1,0,1,1,0,1,10,4,6,4,2,4,40.117354,-88.235892,5,30572,3.14,10.3,39,2.6,47,2.3,360,0.3,0.047,2.2,1.5,0.98,63,45,79,9,8,1,3,https://trulia.com/c/il//champaign/210-e-park-st-champaign-il-61820--2105190359
717 Ashton Ln,Champaign,IL,61820,"$1,425",1977,78,Single-Family Home,"1,612",(217) 840-0388,3,3,2,2,3,1,2,0,0,1,10,4,6,4,2,4,40.090928,-88.254122,5,7813,3.14,10.4,39.1,0.825,35,1.3,100,0.24,0.041,0.82,0.28,0.055,18,17,18,2,2,6,19,https://trulia.com/c/il//champaign/717-ashton-ln-champaign-il-61820--2343871460
1903 Karen Ct #3,Champaign,IL,61822,$825,2015,119,Townhome,"1,150",(217) 418-2642,2,2,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.083176,-88.278961,5,9875,3.14,10.3,39.2,0.719,33,1.2,59,0.1,0.039,0.54,0.17,0.0047,18,20,15,3,3,5,17,https://trulia.com/c/il//champaign/1903-karen-ct-3-champaign-il-61822--2340073373
606 W John St,Champaign,IL,61820,"$1,300",NA,164,Single-Family Home,"1,354",(217) 356-8750,3,3,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.109044,-88.252393,5,24468,3.14,10.4,39.1,2.14,44,2,340,0.49,0.046,1.9,0.74,0.61,44,26,59,4,4,2,5,https://trulia.com/c/il//champaign/606-w-john-st-champaign-il-61820--2105192188
2503 Myers Ct #7,Champaign,IL,61822,$850,NA,127,Townhome,"1,150",(217) 418-2642,2,2,1,1,3,1,1,1,0,1,10,5,6,4,2,4,40.081347,-88.277046,5,9082,3.14,10.3,39.2,0.702,32,1.2,67,0.08,0.039,0.49,0.17,0.0042,17,20,13,2,2,5,17,https://trulia.com/c/il//champaign/2503-myers-ct-7-champaign-il-61822--2338157530
802 S Duncan Rd,Champaign,IL,61821,$950,NA,14,Single-Family Home,"1,000",(217) 607-1645,3,3,1,1,0,2,2,0,0,3,10,4,6,4,2,5,40.107915,-88.295336,5,10792,3.14,10.3,39.2,1.2,34,1.4,290,0.19,0.042,1.2,0.17,0.029,39,40,38,4,5,7,12,https://trulia.com/c/il//champaign/802-s-duncan-rd-champaign-il-61821--1078702211
305 E White St #1,Champaign,IL,61820,$595,NA,126,Multi-Family Home,415,(217) 356-8750,1,1,1,1,1,0,1,1,0,1,10,4,6,4,2,4,40.114406,-88.234691,5,34035,3.14,10.3,39,2.39,46,2.2,310,0.3,0.047,2.1,1.6,0.98,61,42,80,9,7,1,3,https://trulia.com/c/il//champaign/305-e-white-st-1-champaign-il-61820--2171845207
